Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
0.26,128.37,21.79,0.22,0.61,5481.00,4763.50,4467.64,3955.00,591.84,19054.00,18.00,113.14,21.95,56.54,0.86,0.01
0.21,128.79,22.44,0.25,0.44,5952.00,4838.67,4188.00,4188.00,790.98,14516.00,14.00,113.26,22.59,56.98,0.68,0.00
0.34,128.61,22.27,0.23,0.37,5357.00,4867.75,4640.75,4397.00,372.16,19471.00,18.00,112.94,22.46,57.27,0.79,0.01
0.18,129.04,22.40,0.25,0.44,4918.00,4569.33,3898.00,3898.00,474.82,13708.00,14.00,113.05,22.47,58.02,0.72,0.00
0.38,128.05,22.01,0.49,0.26,6747.00,4701.83,4253.55,3935.00,942.99,28211.00,22.00,112.73,22.21,56.54,0.81,0.02
0.31,128.50,25.47,0.32,0.46,5256.00,4811.25,4679.04,4539.00,269.57,19245.00,18.00,112.56,25.62,56.46,0.73,0.01
0.22,128.73,20.39,0.32,0.46,4435.00,4041.50,3760.78,3654.00,338.76,16166.00,18.00,113.32,20.46,57.54,0.69,0.01
0.24,128.79,20.52,0.25,0.44,4906.00,4396.00,3807.00,3807.00,452.13,13188.00,14.00,112.99,20.66,58.25,0.67,0.01
0.16,129.21,20.34,0.39,0.47,6107.00,4434.00,3594.00,3594.00,1182.99,13302.00,14.00,113.45,20.48,58.35,0.84,0.00
0.40,128.45,23.40,0.13,0.47,6121.00,4817.80,4224.71,3347.00,1073.16,24089.00,22.00,113.24,23.57,55.86,0.71,0.01
0.20,127.98,23.12,0.39,0.38,5300.00,4144.00,3802.11,3640.00,671.43,16576.00,18.00,112.71,23.28,55.99,0.73,0.01
0.41,128.53,23.37,0.16,0.84,7891.00,5545.25,4430.78,3790.00,1588.97,22181.00,18.00,113.03,23.52,56.48,0.73,0.02
0.33,128.91,23.40,0.16,0.84,8227.00,5315.75,4129.59,4081.00,1705.87,21263.00,18.00,113.37,23.52,56.67,0.70,0.01
0.67,128.88,21.67,0.16,0.77,6082.00,4777.89,4169.83,3916.00,733.21,43001.00,36.00,113.35,21.80,57.34,0.63,0.03
0.60,128.59,23.70,0.28,0.38,6689.00,5058.29,4593.56,4110.00,797.23,35408.00,28.00,112.78,23.81,56.99,0.62,0.02
0.19,128.58,23.13,0.25,0.44,6215.00,4917.00,4081.00,4081.00,930.44,14751.00,14.00,112.68,23.27,57.40,0.74,0.00
1.07,129.05,23.25,0.39,0.33,8796.00,5498.80,4801.52,4463.00,1243.58,54988.00,42.00,113.08,23.41,57.60,0.58,0.05
0.13,129.01,23.42,0.25,0.44,4495.00,4370.33,4297.00,4297.00,88.61,13111.00,14.00,112.76,23.50,58.13,0.67,0.00
0.45,92.78,37.04,0.71,0.16,5348.00,4729.40,4183.48,4111.00,518.10,23647.00,22.00,62.66,37.26,57.39,0.71,0.02
1.61,92.94,37.47,0.26,0.29,8527.00,5441.13,5086.00,3939.00,1174.55,81617.00,60.00,62.44,37.72,57.59,0.52,0.07
0.27,93.04,37.22,0.25,0.44,6026.00,5410.33,4749.00,4749.00,522.33,16231.00,14.00,62.46,37.38,57.96,0.75,0.01
0.26,93.38,37.45,0.12,0.93,5420.00,5049.00,4563.00,4563.00,359.20,15147.00,14.00,62.76,37.55,58.06,0.67,0.01
0.50,96.73,43.68,0.54,0.32,6292.00,5386.40,4899.55,4536.00,612.20,26932.00,22.00,64.76,43.86,56.92,0.74,0.02
0.50,97.18,43.93,0.78,0.12,7075.00,5958.00,5601.77,4703.00,815.37,35748.00,24.00,65.01,44.19,57.15,0.82,0.03
0.28,97.93,44.66,0.39,0.47,6007.00,5552.33,4908.00,4908.00,468.28,16657.00,14.00,65.71,44.78,57.16,0.85,0.01
0.73,94.48,39.33,0.64,0.24,4847.00,4355.80,4426.32,3689.00,413.38,43558.00,36.00,63.86,39.56,57.31,0.71,0.04
1.09,96.20,41.99,0.72,0.12,6229.00,4819.20,4417.32,3788.00,771.20,72288.00,58.00,64.74,42.24,57.27,0.56,0.04
0.30,99.59,47.75,0.39,0.47,7064.00,5528.00,4386.00,4386.00,1128.23,16584.00,14.00,65.73,47.93,57.46,0.77,0.01
0.16,99.96,48.17,0.27,0.00,4728.00,4167.33,3693.00,3693.00,426.92,12502.00,14.00,65.61,48.24,57.97,0.72,0.00
0.13,129.18,14.08,0.25,0.44,4331.00,3897.00,3677.00,3677.00,306.89,11691.00,14.00,114.14,14.17,58.80,0.63,0.00
0.48,129.61,15.28,0.19,0.68,6064.00,4516.40,3869.58,3733.00,902.04,22582.00,22.00,114.69,15.42,58.36,0.62,0.02
0.41,129.50,14.73,0.25,0.50,6013.00,5068.00,4803.61,4090.00,707.05,20272.00,18.00,114.34,14.95,58.93,0.69,0.01
1.98,129.91,11.41,0.43,0.32,7027.00,4550.33,4307.59,3511.00,907.45,109208.00,90.00,115.00,11.76,59.28,0.46,0.08
0.31,129.04,8.54,0.49,0.25,5694.00,4344.00,3699.67,3627.00,768.92,21720.00,22.00,114.14,8.69,59.55,0.67,0.01
0.16,129.68,15.53,0.00,1.92,5405.00,4419.00,3695.00,3695.00,722.27,13257.00,14.00,114.44,15.67,58.95,0.65,0.00
0.68,130.09,15.34,0.12,0.35,5704.00,4839.63,4716.81,3832.00,610.78,38717.00,32.00,114.60,15.60,59.56,0.61,0.03
0.16,129.82,15.68,0.03,0.98,5057.00,4496.67,3632.00,3632.00,620.28,13490.00,14.00,114.29,15.75,59.52,0.53,0.00
0.48,129.51,9.35,0.65,0.20,7418.00,5008.83,4267.12,3833.00,1273.13,30053.00,26.00,114.43,9.57,59.89,0.66,0.02
0.28,129.41,8.48,0.25,0.44,6391.00,5230.00,4524.00,4524.00,827.32,15690.00,14.00,114.14,8.64,60.37,0.71,0.01
0.29,129.48,9.26,0.36,0.29,6434.00,4673.75,3910.31,3797.00,1056.35,18695.00,16.00,114.15,9.40,60.38,0.66,0.01
0.15,129.51,8.63,0.39,0.47,5361.00,4591.00,4105.00,4105.00,550.68,13773.00,14.00,114.04,8.78,60.75,0.83,0.00
0.24,130.86,9.97,0.39,0.47,5920.00,5175.67,4479.00,4479.00,589.25,15527.00,14.00,115.93,10.14,59.85,0.85,0.01
0.46,129.46,12.16,0.53,0.32,5706.00,5089.40,4714.45,4424.00,473.01,25447.00,22.00,114.14,12.33,59.82,0.79,0.02
0.30,129.98,14.10,0.25,0.44,7094.00,5247.33,4207.00,4207.00,1309.28,15742.00,14.00,114.88,14.25,59.13,0.70,0.01
0.58,130.40,13.99,0.55,0.17,6497.00,5200.00,5141.27,4136.00,817.52,31200.00,26.00,115.10,14.15,59.63,0.65,0.02
0.25,130.58,14.17,0.25,0.44,5906.00,5262.67,4558.00,4558.00,552.03,15788.00,14.00,114.91,14.27,60.35,0.70,0.01
0.26,130.96,15.00,0.70,0.14,5626.00,4340.00,3855.06,3737.00,678.90,21700.00,22.00,115.17,15.15,60.46,0.66,0.01
0.23,131.10,14.80,0.39,0.47,5107.00,4746.33,4524.00,4524.00,257.32,14239.00,14.00,115.22,14.92,60.74,0.74,0.01
1.17,127.73,5.42,0.16,0.50,8473.00,5122.08,4668.95,3901.00,1251.81,61465.00,50.00,112.73,5.62,59.79,0.49,0.04
0.15,130.12,10.26,0.25,0.44,4844.00,4441.67,4056.00,4056.00,321.92,13325.00,14.00,115.11,10.32,59.78,0.69,0.00
0.66,129.92,10.26,0.40,0.48,5551.00,4907.29,4537.00,4199.00,519.82,34351.00,30.00,114.71,10.41,60.11,0.67,0.03
0.32,129.64,13.24,0.23,0.58,5342.00,4254.60,3921.84,3852.00,558.90,21273.00,22.00,114.44,13.35,59.43,0.75,0.01
0.33,129.74,13.22,0.44,0.21,9798.00,5674.25,4257.82,3913.00,2398.07,22697.00,18.00,114.14,13.42,60.19,0.74,0.01
0.18,130.59,18.42,0.39,0.47,7279.00,4929.33,3726.00,3726.00,1661.63,14788.00,14.00,114.42,18.54,60.15,0.81,0.01
13.81,128.84,5.90,0.11,0.77,28001.00,7967.69,6617.78,3886.00,3685.29,1673210.00,538.00,113.58,6.61,60.45,0.40,1.23
0.26,127.76,6.89,0.16,0.84,5356.00,4668.75,4589.99,4022.00,473.82,18675.00,18.00,113.22,7.06,58.78,0.73,0.01
0.25,128.73,6.02,0.25,0.44,6182.00,5947.33,5637.00,5637.00,228.83,17842.00,14.00,113.23,6.08,60.95,0.73,0.01
0.35,129.11,6.87,0.32,0.46,7242.00,5919.50,5756.18,4723.00,895.59,23678.00,18.00,113.37,7.03,61.38,0.75,0.01
0.53,129.34,6.07,0.49,0.23,8550.00,5677.33,4713.84,4317.00,1440.60,34064.00,26.00,113.41,6.21,61.87,0.70,0.02
0.13,129.46,7.32,0.12,0.93,5334.00,4751.33,4115.00,4115.00,499.10,14254.00,14.00,113.61,7.39,61.65,0.70,0.00
0.32,129.41,6.59,0.16,0.40,5962.00,5041.50,4806.77,4319.00,596.67,20166.00,18.00,113.26,6.71,62.24,0.73,0.01
0.19,129.37,7.22,0.32,0.46,4580.00,4211.50,4022.92,3874.00,278.10,16846.00,18.00,113.31,7.30,61.99,0.70,0.00
0.25,130.91,8.84,0.39,0.38,5206.00,4647.50,4459.75,4211.00,367.56,18590.00,18.00,115.42,8.99,61.11,0.76,0.01
0.32,129.95,9.25,0.32,0.46,6223.00,5239.75,4729.52,4013.00,906.76,20959.00,18.00,114.68,9.41,60.40,0.76,0.01
0.23,129.79,13.51,0.32,0.46,4358.00,4170.00,4004.05,3997.00,169.56,16680.00,18.00,114.80,13.59,59.00,0.67,0.01
0.93,129.62,13.88,0.63,0.18,8017.00,5710.50,5047.00,3793.00,1488.14,57105.00,38.00,113.81,14.11,60.41,0.68,0.05
0.21,130.26,14.07,0.39,0.47,5752.00,5212.00,4577.00,4577.00,484.37,15636.00,14.00,114.50,14.24,60.45,0.83,0.01
0.73,130.87,9.65,0.79,0.10,6793.00,4927.89,4393.83,4157.00,866.11,44351.00,38.00,115.51,10.06,60.68,0.53,0.02
0.27,130.65,10.15,0.32,0.46,8163.00,5246.25,4258.30,4212.00,1684.64,20985.00,18.00,115.50,10.30,60.20,0.75,0.01
0.28,130.25,10.06,0.44,0.21,5543.00,4901.00,4911.69,4087.00,524.53,19604.00,18.00,114.65,10.17,60.95,0.61,0.01
0.24,131.63,17.89,0.25,0.44,4870.00,4676.33,4308.00,4308.00,260.57,14029.00,14.00,114.86,18.00,61.72,0.74,0.01
0.42,130.09,9.32,0.16,0.40,6402.00,5140.50,4828.70,4189.00,804.78,20562.00,18.00,114.44,9.51,61.11,0.72,0.02
0.26,129.79,16.99,0.10,0.57,5441.00,4143.50,3685.34,3599.00,754.16,16574.00,18.00,113.59,17.07,60.43,0.64,0.01
0.90,130.52,16.57,0.22,0.56,5335.00,4423.67,4274.02,3765.00,504.29,53084.00,42.00,114.03,16.84,61.23,0.65,0.04
0.20,129.97,17.06,0.25,0.44,4587.00,4159.33,3646.00,3646.00,388.90,12478.00,14.00,113.49,17.19,60.96,0.73,0.01
0.19,129.13,7.82,0.32,0.40,4451.00,3894.60,3739.18,3725.00,279.00,19473.00,22.00,114.39,7.89,59.41,0.57,0.00
0.15,129.59,7.82,0.39,0.47,4613.00,4112.00,3856.00,3856.00,354.29,12336.00,14.00,114.65,7.93,59.87,0.76,0.00
0.40,129.52,7.34,0.53,0.12,5259.00,4836.60,4651.42,4249.00,382.07,24183.00,22.00,114.30,7.48,60.47,0.57,0.01
0.87,130.05,8.02,0.61,0.16,8143.00,5673.22,4818.03,4011.00,1532.61,51059.00,36.00,114.35,8.16,61.41,0.56,0.03
0.59,130.61,8.19,0.10,0.61,6276.00,5229.17,5205.64,4437.00,598.89,31375.00,26.00,114.58,8.33,62.14,0.67,0.02
0.26,130.60,8.35,0.08,0.53,5587.00,4431.50,4057.81,3976.00,668.67,17726.00,18.00,114.28,8.43,62.66,0.54,0.01
0.41,131.31,8.57,0.60,0.23,6767.00,5086.00,4419.10,4165.00,948.18,25430.00,22.00,114.97,8.96,62.81,0.68,0.01
0.58,130.90,8.12,0.17,0.30,6724.00,5012.86,4725.84,3834.00,916.69,35090.00,30.00,115.38,8.38,61.25,0.61,0.02
0.34,131.25,8.43,0.27,0.00,7348.00,5878.33,5047.00,5047.00,1042.19,17635.00,14.00,115.79,8.56,61.19,0.72,0.01
1.50,131.15,9.77,0.52,0.25,9966.00,5447.82,5030.10,4143.00,1437.64,92613.00,64.00,115.42,10.05,61.47,0.51,0.06
0.21,131.85,9.94,0.25,0.44,4957.00,4428.00,4067.00,4067.00,382.27,13284.00,14.00,115.59,10.10,62.62,0.67,0.00
0.55,130.17,9.06,0.19,0.69,5265.00,4633.43,4240.50,3899.00,528.69,32434.00,30.00,114.21,9.18,61.77,0.56,0.02
0.50,131.30,10.85,0.53,0.29,5250.00,4422.00,4024.66,3837.00,551.66,30954.00,30.00,115.25,11.04,61.93,0.67,0.02
0.40,88.38,30.61,0.23,0.37,5470.00,4063.33,3665.53,3435.00,703.78,24380.00,26.00,59.98,30.76,57.17,0.60,0.01
0.54,88.91,30.69,0.18,0.48,10319.00,5624.00,4254.46,3877.00,2223.35,33744.00,26.00,60.17,30.87,57.71,0.65,0.02
0.20,85.51,25.10,0.00,1.92,6100.00,4714.33,3974.00,3974.00,980.58,14143.00,14.00,57.50,25.25,58.03,0.79,0.01
0.11,87.92,29.63,0.25,0.44,3953.00,3773.67,3574.00,3574.00,155.39,11321.00,14.00,59.40,29.75,57.59,0.61,0.00
0.79,88.79,29.71,0.16,0.72,6497.00,4819.00,4444.60,3934.00,709.61,53009.00,44.00,60.00,29.85,58.25,0.59,0.03
0.25,88.35,29.89,0.39,0.38,5438.00,4433.25,4176.29,3839.00,602.43,17733.00,18.00,59.42,30.01,58.09,0.75,0.01
0.18,88.68,30.05,0.25,0.44,4564.00,4234.00,3914.00,3914.00,265.46,12702.00,14.00,59.37,30.17,58.56,0.63,0.00
0.39,92.01,35.85,0.16,0.00,7010.00,4502.00,3816.52,3575.00,1266.14,22510.00,22.00,61.67,35.98,58.04,0.63,0.01
0.22,86.98,28.30,0.32,0.46,4289.00,3874.25,3750.47,3382.00,342.48,15497.00,18.00,59.48,28.41,56.75,0.69,0.01
0.30,87.73,28.71,0.39,0.37,5197.00,4241.60,3955.75,3542.00,547.14,21208.00,22.00,59.39,28.91,57.74,0.71,0.01
0.44,88.24,28.98,0.32,0.46,6308.00,5741.25,5497.65,4925.00,567.44,22965.00,18.00,59.48,29.14,58.31,0.80,0.02
0.20,88.36,28.72,0.25,0.44,4842.00,4490.67,4079.00,4079.00,314.40,13472.00,14.00,59.53,28.84,58.59,0.68,0.00
0.17,88.40,29.58,0.25,0.44,5330.00,4398.00,3833.00,3833.00,663.96,13194.00,14.00,59.22,29.69,58.53,0.68,0.00
0.23,88.96,29.58,0.09,0.00,5589.00,4532.25,3988.00,3988.00,653.64,18129.00,18.00,59.65,29.66,58.96,0.52,0.00
0.26,89.21,28.87,0.47,0.32,4800.00,4351.00,4345.35,3670.00,424.30,17404.00,18.00,59.42,29.07,59.86,0.75,0.01
0.77,89.46,30.73,0.47,0.38,8595.00,5210.20,4465.27,4077.00,1410.40,52102.00,36.00,60.29,30.91,58.41,0.70,0.04
0.09,92.55,34.33,0.39,0.47,4317.00,3893.67,3629.00,3629.00,302.45,11681.00,14.00,62.49,34.44,58.95,0.70,0.00
0.77,92.70,36.00,0.37,0.26,6946.00,5254.50,4897.73,4049.00,923.29,42036.00,34.00,62.30,36.18,58.33,0.67,0.03
0.28,93.51,37.19,0.10,0.57,6090.00,4601.50,4069.15,3987.00,864.65,18406.00,18.00,63.14,37.26,58.05,0.65,0.01
0.23,86.35,26.03,0.12,0.93,6333.00,5150.33,4293.00,4293.00,864.01,15451.00,14.00,57.74,26.13,58.65,0.76,0.01
0.57,92.57,35.72,0.59,0.26,6123.00,4860.86,4959.00,3795.00,769.68,34026.00,30.00,61.95,35.89,58.68,0.66,0.02
0.30,86.24,25.56,0.25,0.44,6509.00,5794.00,5279.00,5279.00,521.68,17382.00,14.00,58.31,25.68,58.13,0.75,0.01
0.46,90.32,30.43,0.60,0.20,4989.00,4605.50,4490.78,4133.00,305.58,27633.00,26.00,60.32,30.57,59.87,0.63,0.01
0.12,90.83,30.79,0.25,0.44,4168.00,4046.67,3839.00,3839.00,147.53,12140.00,14.00,60.55,30.87,60.27,0.60,0.00
1.16,90.18,30.12,0.23,0.43,7685.00,5552.09,4742.84,3881.00,1222.07,61073.00,42.00,61.25,30.33,58.83,0.59,0.05
0.25,90.42,30.05,0.10,0.57,4703.00,4260.25,3880.91,3844.00,399.23,17041.00,18.00,60.98,30.17,59.55,0.73,0.01
0.64,90.96,31.66,0.11,0.48,7674.00,4457.13,3852.83,3529.00,1284.47,35657.00,34.00,61.61,31.98,58.78,0.62,0.02
0.17,92.01,34.59,0.25,0.44,4283.00,4101.33,3913.00,3913.00,151.12,12304.00,14.00,62.44,34.71,57.98,0.74,0.00
0.08,92.47,34.74,0.27,0.00,3902.00,3693.33,3554.00,3554.00,150.29,11080.00,14.00,62.50,34.78,58.60,0.60,0.00
0.72,92.71,34.82,0.31,0.47,7882.00,5920.67,5598.02,3984.00,1424.49,35524.00,26.00,62.45,34.97,58.93,0.68,0.03
0.66,90.07,30.75,0.22,0.74,8995.00,6073.17,4586.80,4481.00,1750.62,36439.00,26.00,60.46,30.98,59.15,0.70,0.03
0.47,94.22,37.43,0.00,1.98,6683.00,6603.00,6549.00,6549.00,57.72,19809.00,14.00,63.19,37.55,58.95,0.64,0.02
0.36,94.37,37.13,0.00,1.92,8219.00,6495.67,4466.00,4466.00,1547.39,19487.00,14.00,63.30,37.26,59.25,0.76,0.01
0.47,94.61,37.26,0.20,0.61,6882.00,5380.20,4860.83,3727.00,1071.63,26901.00,22.00,63.18,37.40,59.68,0.79,0.02
0.25,90.65,30.46,0.25,0.44,5571.00,5217.33,4709.00,4709.00,368.51,15652.00,14.00,61.08,30.53,59.63,0.74,0.01
1.04,93.33,35.62,0.45,0.32,7398.00,4733.92,4249.13,3666.00,1012.72,61541.00,52.00,62.50,35.83,59.34,0.57,0.04
0.13,93.21,35.48,0.39,0.47,4233.00,4030.67,3794.00,3794.00,180.86,12092.00,14.00,62.53,35.56,59.27,0.85,0.00
0.36,94.26,37.30,0.39,0.47,11432.00,7200.67,4935.00,4935.00,2994.51,21602.00,14.00,62.73,37.49,59.54,0.83,0.02
0.42,129.04,29.58,0.34,0.46,5355.00,4293.60,3973.45,3769.00,559.28,21468.00,20.00,111.70,29.71,57.37,0.61,0.01
0.35,129.40,29.53,0.47,0.32,6617.00,4845.75,4113.19,3901.00,1068.35,19383.00,18.00,111.92,29.75,57.75,0.74,0.01
0.41,128.97,27.36,0.16,0.84,6297.00,4885.50,4437.31,4133.00,836.72,19542.00,18.00,112.50,27.56,56.72,0.72,0.01
0.14,128.95,27.31,0.12,0.93,5594.00,4263.33,3556.00,3556.00,941.55,12790.00,14.00,112.25,27.58,57.15,0.71,0.00
0.13,129.30,27.59,0.39,0.47,4485.00,4123.00,3759.00,3759.00,296.39,12369.00,14.00,112.63,27.72,57.14,0.79,0.00
1.18,129.48,27.46,0.21,0.57,6233.00,4687.15,4277.95,3861.00,684.37,60933.00,50.00,112.42,27.76,57.93,0.59,0.05
0.10,129.44,28.25,0.39,0.47,4389.00,4017.33,3634.00,3634.00,308.34,12052.00,14.00,112.16,28.35,58.06,0.85,0.00
0.39,130.12,28.42,0.16,0.36,5197.00,4598.80,3871.27,3834.00,616.72,22994.00,20.00,112.54,28.57,58.73,0.69,0.01
0.47,129.83,29.53,0.26,0.70,6899.00,5215.80,4201.71,3746.00,1247.29,26079.00,20.00,112.28,29.71,58.01,0.75,0.02
0.49,127.97,25.37,0.24,0.23,6033.00,4547.63,4303.19,3904.00,632.60,36381.00,34.00,111.48,25.69,57.34,0.60,0.02
1.34,128.56,25.45,0.37,0.24,8105.00,5665.64,5127.11,4050.00,1369.47,79319.00,52.00,111.69,25.70,58.25,0.56,0.06
1.17,129.88,29.46,0.45,0.40,7853.00,4994.00,4584.97,3888.00,1119.59,64922.00,52.00,112.07,29.79,58.50,0.53,0.05
0.28,130.57,29.70,0.39,0.47,6693.00,5462.00,4234.00,4234.00,1003.88,16386.00,14.00,112.61,29.89,58.96,0.80,0.01
0.32,130.53,29.50,0.28,0.24,4517.00,4049.67,3912.03,3561.00,368.32,24298.00,26.00,112.20,29.68,59.73,0.61,0.01
0.22,130.06,30.31,0.25,0.44,5542.00,4804.00,4347.00,4347.00,526.77,14412.00,14.00,112.16,30.38,58.43,0.72,0.01
0.29,130.20,30.11,0.39,0.47,6580.00,5636.33,3985.00,3985.00,1171.64,16909.00,14.00,111.92,30.29,59.23,0.81,0.01
0.24,130.52,31.71,0.27,0.00,5089.00,4818.33,4485.00,4485.00,250.53,14455.00,14.00,111.80,31.89,59.32,0.69,0.01
0.08,130.19,31.37,0.39,0.47,4094.00,3803.67,3496.00,3496.00,244.44,11411.00,14.00,111.41,31.49,59.55,0.76,0.00
1.58,131.22,31.49,0.23,0.64,6452.00,4894.00,4406.65,3739.00,867.68,97880.00,80.00,112.15,31.82,60.25,0.47,0.06
0.10,131.72,32.11,0.25,0.44,4383.00,4172.67,3913.00,3913.00,195.02,12518.00,14.00,112.53,32.22,60.41,0.60,0.00
0.23,129.12,23.95,0.25,0.44,5279.00,4748.67,4188.00,4188.00,445.92,14246.00,14.00,113.11,24.14,57.40,0.53,0.00
0.38,128.72,23.96,0.23,0.20,6420.00,4972.60,4358.63,4212.00,844.78,24863.00,22.00,112.50,24.08,57.72,0.50,0.01
0.67,128.98,23.78,0.11,0.52,8714.00,6076.50,5257.87,4419.00,1420.21,36459.00,26.00,112.70,23.95,57.97,0.65,0.03
0.24,129.39,24.73,0.39,0.47,6506.00,5334.00,4584.00,4584.00,839.48,16002.00,14.00,113.38,24.89,57.16,0.81,0.01
0.74,129.72,24.62,0.18,0.62,6984.00,5049.88,4810.59,3910.00,972.03,40399.00,34.00,113.49,24.84,57.71,0.54,0.02
0.22,129.24,24.66,0.16,0.40,5608.00,4932.25,4599.46,4445.00,453.14,19729.00,18.00,112.83,24.78,57.96,0.60,0.00
0.93,129.60,26.55,0.78,0.09,6045.00,4869.20,4537.78,4181.00,638.00,48692.00,40.00,112.59,26.96,58.24,0.59,0.04
0.21,129.92,26.98,0.25,0.44,4874.00,4569.67,4196.00,4196.00,281.10,13709.00,14.00,112.97,27.12,58.15,0.71,0.01
0.23,130.07,26.86,0.39,0.47,5549.00,4637.00,3910.00,3910.00,681.79,13911.00,14.00,112.75,26.99,58.95,0.77,0.01
0.89,129.44,23.43,0.63,0.10,7287.00,5560.56,5038.82,4142.00,1043.06,50045.00,38.00,113.03,23.84,58.41,0.52,0.03
4.94,129.13,25.05,0.20,0.78,16693.00,7796.70,7051.61,4290.00,2680.29,576956.00,200.00,112.43,25.73,58.06,0.58,0.45
0.45,128.66,25.17,0.08,0.53,7618.00,6081.25,5415.95,5381.00,911.03,24325.00,18.00,112.21,25.26,57.67,0.62,0.01
1.50,129.71,25.48,0.29,0.65,14834.00,7167.58,6405.23,4936.00,2297.74,136184.00,56.00,112.53,25.79,59.13,0.71,0.10
0.43,130.89,30.77,0.23,0.00,4848.00,4407.00,3980.40,3977.00,367.14,22035.00,22.00,112.98,30.99,58.38,0.66,0.01
0.32,131.47,30.87,0.32,0.46,6699.00,4745.00,4184.55,3448.00,1206.48,18980.00,18.00,113.16,31.00,59.31,0.74,0.01
0.19,131.69,30.74,0.25,0.44,5069.00,4325.67,3562.00,3562.00,615.40,12977.00,14.00,113.32,30.82,59.59,0.74,0.01
0.76,129.74,25.15,0.17,0.72,9449.00,6550.00,5462.37,4831.00,1507.41,45850.00,30.00,112.53,25.33,59.39,0.63,0.03
0.29,132.02,21.20,0.10,0.57,8111.00,5022.50,3832.23,3747.00,1800.03,20090.00,18.00,115.71,21.31,59.88,0.66,0.01
0.15,131.33,32.08,0.44,0.21,4750.00,3936.00,3559.41,3521.00,493.62,15744.00,18.00,112.88,32.14,58.94,0.48,0.00
0.13,131.70,32.39,0.25,0.44,4236.00,4014.00,3838.00,3838.00,165.71,12042.00,14.00,112.84,32.50,59.62,0.65,0.00
10.48,132.52,33.57,0.15,0.75,27237.00,9602.55,7909.59,4436.00,4373.88,1613230.00,412.00,112.59,34.13,61.00,0.48,1.05
0.48,132.87,35.11,0.28,0.00,8262.00,5464.60,4534.03,4302.00,1441.37,27323.00,22.00,112.74,35.22,60.86,0.58,0.01
0.33,133.43,34.80,0.39,0.38,8926.00,6412.50,5225.88,4878.00,1588.24,25650.00,18.00,112.90,35.05,61.87,0.72,0.01
0.08,133.15,34.74,0.12,0.93,5511.00,5229.00,5009.00,5009.00,209.58,15687.00,14.00,112.43,34.77,62.27,0.44,0.00
0.25,133.17,35.01,0.39,0.38,5584.00,4995.00,4549.20,4417.00,516.15,19980.00,18.00,112.20,35.17,62.52,0.78,0.01
7.52,132.67,20.52,0.16,0.66,14241.00,6196.50,5654.44,3921.00,1843.74,557685.00,294.00,115.52,21.21,61.69,0.39,0.47
0.40,132.69,20.77,0.58,0.00,7611.00,5290.60,4265.24,4057.00,1385.87,26453.00,20.00,115.88,20.87,61.19,0.66,0.01
0.49,133.29,20.78,0.44,0.21,6392.00,6067.50,6124.91,5578.00,299.79,24270.00,18.00,116.29,20.87,61.72,0.64,0.02
0.28,133.22,21.05,0.25,0.44,5813.00,5267.67,4469.00,4469.00,577.19,15803.00,14.00,115.98,21.14,62.05,0.68,0.01
0.39,133.23,21.56,0.23,0.79,5106.00,4547.00,4534.12,4075.00,355.61,27282.00,24.00,115.36,21.68,63.03,0.65,0.01
1.12,132.37,21.92,0.12,0.51,6956.00,5202.08,5003.53,4033.00,761.57,62425.00,46.00,115.37,22.18,61.00,0.56,0.05
0.65,132.89,22.79,0.36,0.23,6115.00,5046.86,4547.83,4119.00,665.68,35328.00,30.00,115.79,22.99,61.03,0.61,0.02
0.61,132.22,23.15,0.23,0.45,6063.00,4973.14,4300.94,4199.00,673.96,34812.00,28.00,115.03,23.34,60.89,0.67,0.02
0.18,132.20,22.99,0.25,0.44,5676.00,4512.00,3889.00,3889.00,823.75,13536.00,14.00,114.83,23.09,61.31,0.78,0.00
0.11,133.16,28.59,0.25,0.44,4513.00,4124.33,3892.00,3892.00,276.57,12373.00,14.00,114.47,28.63,61.72,0.52,0.00
0.90,133.78,28.37,0.09,0.67,6524.00,5398.25,5380.96,4023.00,665.62,43186.00,32.00,114.88,28.57,62.32,0.58,0.04
0.22,133.24,27.83,0.00,1.92,5141.00,4800.00,4505.00,4505.00,261.67,14400.00,14.00,114.44,27.90,62.26,0.70,0.01
0.19,133.55,28.70,0.08,0.53,4720.00,4191.00,3987.87,3985.00,307.36,16764.00,18.00,114.44,28.80,62.54,0.49,0.00
0.38,133.74,27.81,0.32,0.40,5134.00,4672.40,4679.78,3994.00,377.41,23362.00,22.00,114.65,27.91,62.96,0.65,0.01
0.15,134.12,28.74,0.39,0.47,5812.00,4775.00,4148.00,4148.00,738.60,14325.00,14.00,114.91,28.86,62.85,0.82,0.00
0.26,134.33,28.45,0.16,0.84,4547.00,4374.75,4393.19,4119.00,157.78,17499.00,18.00,114.97,28.60,63.32,0.75,0.01
0.17,134.21,27.71,0.39,0.47,5306.00,4480.33,3903.00,3903.00,599.08,13441.00,14.00,114.94,27.86,63.44,0.76,0.00
1.36,133.04,21.93,0.27,0.32,7808.00,5233.06,4852.13,4272.00,1033.79,83729.00,64.00,115.63,22.29,61.91,0.50,0.05
