Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
0.18,111.47,66.16,0.12,0.93,8012.00,7008.67,6463.00,6463.00,710.37,21026.00,14.00,81.62,66.26,37.05,0.65,0.00
0.48,110.95,67.32,0.34,0.46,10722.00,7757.40,6934.79,6413.00,1522.24,38787.00,20.00,79.81,67.47,37.26,0.70,0.02
0.35,112.57,67.78,0.32,0.46,9241.00,8146.50,7131.27,7123.00,1018.01,32586.00,18.00,82.05,68.24,35.81,0.76,0.01
6.33,113.14,67.25,0.14,0.80,35231.00,14062.80,11487.00,7090.00,6537.02,1673470.00,244.00,82.05,68.50,37.11,0.61,0.72
0.53,113.66,68.29,0.30,0.62,11744.00,7806.71,6114.83,5886.00,2352.55,54647.00,30.00,81.49,70.09,36.94,0.67,0.02
1.68,111.23,65.59,0.31,0.61,12540.00,7974.00,7510.80,6467.00,1355.87,143532.00,70.00,81.34,65.94,37.53,0.48,0.07
0.87,113.94,66.53,0.30,0.64,12690.00,8441.60,6960.96,6449.00,2212.09,84416.00,40.00,83.23,68.25,37.38,0.62,0.04
0.58,114.25,66.85,0.34,0.44,8385.00,7413.25,7429.55,5987.00,798.88,59306.00,32.00,82.91,68.96,37.75,0.70,0.02
0.34,113.77,68.38,0.49,0.25,7984.00,7383.60,6944.16,6390.00,615.27,36918.00,22.00,81.36,70.05,37.66,0.81,0.01
1.42,113.15,69.32,0.81,0.11,10327.00,8101.71,7689.42,6882.00,1048.19,137729.00,66.00,80.15,70.33,37.85,0.52,0.06
0.22,113.60,69.17,0.25,0.50,8418.00,7281.25,6775.27,6462.00,749.28,29125.00,18.00,80.61,70.48,37.94,0.68,0.01
2.19,114.17,69.19,0.34,0.52,16904.00,10956.60,10464.80,5766.00,2973.59,295829.00,76.00,80.45,71.68,37.74,0.70,0.18
0.18,113.76,70.00,0.25,0.44,8581.00,7266.67,6608.00,6608.00,929.38,21800.00,14.00,79.84,71.69,37.78,0.70,0.00
2.64,111.70,65.51,0.27,0.68,13875.00,9784.13,9686.12,6678.00,2231.01,371797.00,108.00,81.74,65.88,38.15,0.66,0.22
0.13,111.51,65.02,0.25,0.44,7642.00,6757.00,6073.00,6073.00,656.12,20271.00,14.00,81.63,65.21,38.96,0.63,0.00
1.28,114.14,66.48,0.58,0.28,11555.00,7686.25,7533.48,6020.00,1267.98,122980.00,56.00,83.22,68.18,38.14,0.69,0.08
0.12,112.78,69.44,0.25,0.44,7221.00,6947.33,6671.00,6671.00,224.54,20842.00,14.00,80.03,69.53,38.46,0.60,0.00
0.15,111.02,67.00,0.39,0.47,7212.00,6784.33,6421.00,6421.00,326.11,20353.00,14.00,80.10,67.19,37.35,0.82,0.00
0.37,110.85,67.28,0.10,0.39,7547.00,6659.33,6177.31,6086.00,594.49,39956.00,26.00,79.45,67.48,37.72,0.61,0.01
0.13,110.87,67.83,0.25,0.44,6821.00,6479.00,6101.00,6101.00,295.04,19437.00,14.00,79.15,67.93,37.59,0.63,0.00
3.00,111.31,66.90,0.29,0.66,17290.00,10561.90,10141.20,6461.00,2857.77,485846.00,118.00,79.93,67.32,38.31,0.73,0.30
0.26,110.99,67.60,0.25,0.44,10861.00,8390.67,6245.00,6245.00,1898.40,25172.00,14.00,79.38,67.72,37.85,0.72,0.01
0.15,111.18,67.86,0.39,0.47,7421.00,6822.67,6096.00,6096.00,548.49,20468.00,14.00,79.21,67.99,38.26,0.82,0.00
0.64,111.25,67.37,0.47,0.39,9031.00,7207.38,6892.09,5989.00,1016.20,57659.00,34.00,79.46,67.59,38.65,0.58,0.02
0.31,111.26,68.33,0.39,0.38,7858.00,6786.25,6461.95,5957.00,697.16,27145.00,18.00,78.95,68.48,38.15,0.71,0.01
1.70,114.14,66.88,0.19,0.31,10270.00,7911.19,7969.82,6209.00,1026.37,126579.00,62.00,82.87,68.52,38.26,0.52,0.08
0.29,114.20,67.11,0.27,0.00,8927.00,7423.00,5888.00,5888.00,1240.86,22269.00,14.00,82.69,68.60,38.70,0.72,0.01
1.28,113.86,68.27,0.30,0.37,10120.00,7729.92,7223.50,6258.00,1150.48,100489.00,52.00,81.47,69.52,38.65,0.54,0.05
0.14,113.65,68.70,0.25,0.44,6824.00,6698.33,6575.00,6575.00,101.65,20095.00,14.00,81.20,69.43,38.77,0.64,0.00
0.26,140.05,23.28,0.25,0.44,8290.00,7421.67,6691.00,6691.00,660.01,22265.00,14.00,126.59,46.01,38.39,0.72,0.01
3.04,138.96,24.13,0.45,0.23,11794.00,7878.14,6943.30,5616.00,1863.57,275735.00,128.00,125.34,46.05,38.46,0.50,0.18
0.19,139.21,24.07,0.25,0.44,7467.00,6283.00,5457.00,5457.00,858.74,18849.00,14.00,125.75,45.60,38.57,0.70,0.00
0.82,140.43,23.25,0.46,0.39,12729.00,8957.25,8353.45,7014.00,1782.77,71658.00,28.00,126.51,47.32,38.44,0.71,0.04
0.88,138.62,25.01,0.23,0.46,10139.00,8049.56,7265.80,5654.00,1383.44,72446.00,34.00,124.70,46.39,38.93,0.67,0.04
0.16,138.35,25.73,0.03,0.98,7014.00,6131.33,5637.00,5637.00,625.64,18394.00,14.00,124.11,46.91,39.20,0.60,0.00
6.99,138.01,26.25,0.29,0.54,23025.00,10961.60,9578.41,5899.00,4099.84,1392120.00,282.00,123.06,48.52,39.37,0.58,0.78
0.22,140.41,23.18,0.12,0.93,8602.00,7978.00,7004.00,7004.00,697.75,23934.00,14.00,126.54,47.08,38.56,0.70,0.01
3.54,140.68,23.12,0.36,0.52,17106.00,9171.39,8057.77,6023.00,2713.38,559455.00,166.00,126.47,47.26,39.52,0.66,0.33
0.77,139.78,24.87,0.22,0.72,9104.00,7189.38,6834.11,6213.00,896.33,57515.00,34.00,124.86,48.71,39.69,0.61,0.03
5.90,138.20,27.10,0.18,0.83,17483.00,8951.41,8019.22,5779.00,2733.76,698210.00,234.00,122.43,49.34,40.92,0.47,0.43
0.57,138.15,27.67,0.22,0.35,8977.00,7097.50,6568.41,5894.00,970.28,42585.00,26.00,122.04,49.44,41.78,0.63,0.02
1.66,140.35,24.08,0.20,0.76,14162.00,8447.90,7681.50,6186.00,1781.10,177406.00,62.00,125.53,47.97,40.47,0.64,0.10
0.21,138.85,26.24,0.39,0.47,8617.00,7824.00,7019.00,7019.00,652.44,23472.00,14.00,123.55,48.87,40.35,0.85,0.01
0.25,139.33,25.84,0.00,1.92,8673.00,7288.33,5544.00,5544.00,1302.48,21865.00,14.00,123.92,49.27,40.37,0.70,0.01
3.46,140.32,24.08,0.21,0.79,15932.00,9193.59,8455.74,6410.00,2085.05,404518.00,130.00,125.43,47.76,40.93,0.59,0.27
0.58,139.58,24.96,0.27,0.68,11354.00,6661.00,5852.87,5231.00,1786.29,59949.00,36.00,124.73,46.95,41.50,0.72,0.03
6.82,138.18,26.48,0.26,0.43,16812.00,9528.18,8818.59,6264.00,2346.09,1086210.00,272.00,122.84,48.06,41.15,0.56,0.69
0.26,140.18,25.07,0.33,0.43,6718.00,6278.80,6081.55,5706.00,368.54,31394.00,22.00,124.79,48.88,41.08,0.60,0.01
0.37,139.92,25.62,0.39,0.38,8667.00,6684.00,6105.27,5778.00,1154.95,26736.00,18.00,124.14,49.45,41.48,0.74,0.01
0.23,140.81,24.16,0.25,0.44,8656.00,7256.00,6395.00,6395.00,998.64,21768.00,14.00,125.71,48.02,41.48,0.62,0.01
2.66,140.77,24.14,0.38,0.44,12816.00,8089.75,7991.58,5508.00,1696.69,323590.00,112.00,125.42,48.13,42.06,0.63,0.21
2.73,138.36,27.11,0.36,0.54,12178.00,7682.06,7281.77,5942.00,1480.51,261190.00,122.00,122.36,48.47,42.69,0.50,0.15
0.20,138.50,27.52,0.03,0.98,7672.00,6871.67,6117.00,6117.00,635.65,20615.00,14.00,122.35,48.68,42.93,0.56,0.00
1.70,140.09,25.44,0.42,0.37,11986.00,8047.00,7960.26,5740.00,1712.65,144846.00,64.00,124.09,49.29,42.39,0.59,0.09
1.22,139.00,27.15,0.47,0.34,9147.00,6959.60,6758.37,5550.00,1126.69,104394.00,60.00,122.46,50.25,42.41,0.63,0.06
0.52,140.47,24.86,0.30,0.45,7634.00,6715.67,6643.23,5555.00,633.98,40294.00,26.00,124.77,48.38,42.71,0.65,0.02
0.33,137.60,29.09,0.25,0.44,7664.00,7357.33,6844.00,6844.00,365.27,22072.00,14.00,120.75,50.10,42.94,0.73,0.01
0.44,111.54,64.29,0.43,0.43,7983.00,6499.14,6222.61,5763.00,682.90,45494.00,28.00,82.37,64.60,38.50,0.67,0.01
0.26,111.52,64.71,0.39,0.47,10295.00,8278.33,6156.00,6156.00,1691.39,24835.00,14.00,82.09,64.89,38.56,0.83,0.01
1.29,111.24,65.28,0.25,0.63,11380.00,8051.93,7941.34,6077.00,1185.17,112727.00,54.00,81.21,65.50,38.58,0.57,0.06
0.30,113.97,65.34,0.47,0.32,7869.00,6904.50,6623.88,5994.00,686.34,27618.00,18.00,84.46,66.11,38.54,0.73,0.01
0.93,114.36,65.04,0.20,0.60,8973.00,6652.08,6242.08,5194.00,992.81,79825.00,44.00,84.69,66.29,38.87,0.67,0.05
0.49,114.33,65.40,0.44,0.21,8348.00,7626.50,7240.25,7004.00,532.31,30506.00,18.00,84.42,66.65,38.76,0.70,0.02
0.24,114.04,65.89,0.25,0.44,6534.00,6252.33,6103.00,6103.00,199.28,18757.00,14.00,83.98,66.73,38.73,0.60,0.01
0.07,112.42,69.02,0.03,0.98,6174.00,5954.67,5696.00,5696.00,197.12,17864.00,14.00,79.58,69.04,39.20,0.42,0.00
0.43,112.09,63.02,0.39,0.37,9947.00,7389.40,6149.38,6011.00,1423.53,36947.00,22.00,84.00,63.22,38.87,0.72,0.02
0.33,112.33,64.25,0.32,0.46,7923.00,6649.25,6331.43,5992.00,749.10,26597.00,18.00,83.74,64.40,38.19,0.76,0.01
0.26,114.10,66.19,0.25,0.44,8276.00,6942.00,5804.00,5804.00,1018.66,20826.00,14.00,83.67,67.39,38.42,0.70,0.01
0.70,114.00,66.39,0.49,0.27,9978.00,7355.78,6731.80,5864.00,1224.50,66202.00,36.00,83.29,67.50,38.76,0.70,0.03
0.28,114.31,66.76,0.39,0.47,8415.00,7403.33,6780.00,6780.00,721.76,22210.00,14.00,83.06,68.27,38.83,0.84,0.01
0.78,113.44,68.37,0.19,0.50,9727.00,8040.10,8218.71,6310.00,1098.81,80401.00,36.00,81.39,68.84,38.81,0.75,0.04
0.13,114.01,63.56,0.39,0.47,6140.00,5820.00,5522.00,5522.00,252.78,17460.00,14.00,86.08,63.67,39.15,0.76,0.00
0.22,111.50,64.73,0.47,0.32,6892.00,6442.75,6332.41,6130.00,279.46,25771.00,18.00,81.78,64.88,39.16,0.77,0.01
0.74,114.45,64.28,0.34,0.33,8450.00,6635.50,5990.26,5408.00,1045.24,53084.00,30.00,85.46,65.15,39.37,0.68,0.03
0.28,114.45,64.73,0.88,0.10,7228.00,6356.20,5791.77,5650.00,646.93,31781.00,22.00,85.03,65.85,39.14,0.82,0.01
0.97,114.33,65.59,0.20,0.72,9797.00,7256.17,6769.25,6016.00,1115.56,87074.00,44.00,84.12,66.76,39.24,0.69,0.05
1.00,111.99,67.64,0.22,0.50,9633.00,7279.17,7010.55,6062.00,1023.46,87350.00,50.00,80.18,67.78,38.99,0.48,0.03
3.77,111.69,65.63,0.20,0.59,22305.00,9937.52,8788.34,5983.00,3659.07,596251.00,152.00,81.10,65.98,39.30,0.62,0.34
0.33,113.94,66.59,0.36,0.29,8749.00,7247.25,6995.41,6169.00,936.67,28989.00,16.00,83.25,67.09,39.35,0.68,0.01
0.15,113.83,68.44,0.00,1.92,7837.00,6776.33,5804.00,5804.00,832.31,20329.00,14.00,81.32,69.19,39.45,0.76,0.00
0.80,111.69,62.86,0.09,0.88,8447.00,6753.78,6191.02,5936.00,902.64,60784.00,36.00,83.09,63.04,39.95,0.60,0.03
0.25,114.50,64.46,0.25,0.44,6854.00,6613.00,6440.00,6440.00,175.72,19839.00,14.00,85.42,65.00,39.83,0.68,0.01
0.23,114.56,63.85,0.25,0.44,6516.00,6166.67,5658.00,5658.00,367.95,18500.00,14.00,86.02,64.41,39.71,0.72,0.01
0.33,114.72,63.76,0.62,0.23,6738.00,5961.17,5724.23,5255.00,504.79,35767.00,26.00,85.90,64.67,39.98,0.72,0.01
2.61,112.34,64.66,0.17,0.51,12896.00,8174.42,7490.33,6079.00,1650.55,269756.00,116.00,82.70,64.92,39.59,0.50,0.14
0.24,114.24,66.46,0.00,1.92,10530.00,7454.67,5638.00,5638.00,2186.49,22364.00,14.00,83.38,67.04,40.04,0.69,0.01
0.28,113.20,60.45,0.25,0.44,6898.00,6357.33,5909.00,5909.00,409.00,19072.00,14.00,86.68,60.56,40.41,0.70,0.01
0.26,113.99,60.72,0.25,0.44,8016.00,7290.33,5920.00,5920.00,969.53,21871.00,14.00,87.56,60.84,40.32,0.81,0.01
0.22,113.15,62.80,0.25,0.50,7334.00,6940.00,6790.96,6401.00,371.70,27760.00,18.00,84.47,62.99,41.25,0.56,0.00
0.16,115.13,63.56,0.25,0.44,7463.00,6065.67,5218.00,5218.00,995.53,18197.00,14.00,86.31,64.26,40.91,0.71,0.00
0.37,113.00,66.00,0.16,0.84,9868.00,7611.25,6663.50,6332.00,1379.26,30445.00,18.00,82.28,66.23,40.16,0.75,0.01
0.40,112.57,61.12,0.67,0.19,8058.00,6522.17,6162.20,5920.00,709.19,39133.00,26.00,85.11,61.41,40.72,0.65,0.01
4.86,114.48,61.65,0.15,0.80,22346.00,10057.60,8942.81,6237.00,3333.16,844841.00,196.00,87.31,62.09,40.35,0.62,0.49
0.59,114.73,64.33,0.52,0.34,8100.00,6833.86,6407.70,6037.00,684.57,47837.00,30.00,85.45,64.90,40.61,0.68,0.02
0.41,113.18,60.40,0.34,0.46,9790.00,6861.20,5839.54,5412.00,1540.52,34306.00,20.00,86.37,60.53,41.07,0.70,0.01
0.46,114.26,60.65,0.34,0.46,10998.00,8110.60,6770.14,6507.00,1673.45,40553.00,20.00,87.69,60.80,40.83,0.66,0.02
0.24,115.09,63.72,0.25,0.44,8636.00,6887.67,5589.00,5589.00,1283.93,20663.00,14.00,86.09,64.50,40.92,0.78,0.01
2.06,113.27,64.92,0.32,0.52,14131.00,9234.84,8012.59,6453.00,2370.83,230871.00,92.00,83.46,65.23,40.11,0.59,0.13
0.16,113.59,65.36,0.25,0.44,6878.00,6484.00,6200.00,6200.00,287.51,19452.00,14.00,83.25,65.48,41.04,0.68,0.00
0.95,112.80,61.12,0.20,0.67,10314.00,7379.00,6617.53,5933.00,1330.90,81169.00,44.00,85.30,61.35,41.01,0.56,0.04
0.21,112.50,61.40,0.25,0.44,6668.00,6418.33,6233.00,6233.00,183.32,19255.00,14.00,84.86,61.50,40.90,0.67,0.00
0.27,112.58,61.79,0.21,0.42,8164.00,6553.40,6176.97,5809.00,828.03,32767.00,22.00,84.66,61.89,40.94,0.69,0.01
0.19,112.46,61.98,0.39,0.47,7504.00,6909.33,5817.00,5817.00,773.41,20728.00,14.00,84.32,62.13,40.95,0.84,0.01
0.44,112.91,62.27,0.42,0.28,11777.00,7872.00,6470.00,6470.00,1990.67,39360.00,22.00,84.48,62.52,41.24,0.71,0.02
2.47,114.21,63.13,0.45,0.39,12726.00,7987.72,7488.26,5988.00,1608.58,287558.00,110.00,85.49,63.46,41.32,0.58,0.16
0.37,113.94,63.06,0.13,0.51,8570.00,6761.00,5951.48,5800.00,1005.15,33805.00,22.00,85.17,63.20,41.66,0.62,0.01
1.20,114.46,60.43,0.37,0.41,11833.00,8400.73,7589.50,6585.00,1485.02,126011.00,56.00,87.72,60.74,41.42,0.62,0.06
0.19,113.07,60.77,0.25,0.44,7118.00,6496.33,5980.00,5980.00,470.52,19489.00,14.00,86.00,60.84,41.10,0.54,0.00
0.32,113.03,60.87,0.03,0.98,7630.00,7375.00,6980.00,6980.00,283.23,22125.00,14.00,85.73,60.98,41.33,0.57,0.01
0.20,114.10,61.23,0.39,0.47,7062.00,6963.00,6906.00,6906.00,70.28,20889.00,14.00,87.59,61.38,39.75,0.85,0.01
4.26,114.88,60.92,0.18,0.69,27587.00,11626.60,10594.10,6970.00,3812.94,871993.00,168.00,87.91,61.43,41.19,0.67,0.45
0.22,113.36,60.38,0.00,1.92,8001.00,6777.33,6040.00,6040.00,871.31,20332.00,14.00,86.32,60.60,41.56,0.57,0.00
0.64,113.54,60.22,0.64,0.23,9918.00,7608.25,6627.01,6140.00,1461.02,60866.00,30.00,86.51,60.43,41.89,0.83,0.04
0.35,115.07,59.64,0.47,0.29,8564.00,6503.40,5485.01,5266.00,1229.46,32517.00,22.00,88.84,59.83,42.07,0.78,0.01
0.22,115.13,59.45,0.25,0.44,7585.00,6792.67,5875.00,5875.00,703.71,20378.00,14.00,89.05,59.53,42.21,0.76,0.01
0.38,113.86,59.89,1.00,0.00,8024.00,6981.60,6729.18,6438.00,547.59,34908.00,22.00,87.03,60.09,42.16,0.86,0.02
0.48,116.18,60.20,0.51,0.19,7686.00,6687.17,6273.42,5677.00,756.69,40123.00,26.00,89.56,60.83,42.14,0.70,0.02
2.92,115.83,61.09,0.35,0.54,14707.00,8303.94,7556.21,5508.00,2116.43,298942.00,124.00,88.49,61.75,42.10,0.51,0.17
0.10,116.07,61.44,0.39,0.47,5950.00,5774.67,5439.00,5439.00,237.43,17324.00,14.00,88.35,61.76,43.04,0.75,0.00
4.69,112.86,60.37,0.28,0.48,19620.00,9088.81,8098.62,4946.00,3224.35,708927.00,212.00,85.08,60.80,42.45,0.58,0.42
0.33,112.94,61.17,0.36,0.29,8657.00,7598.50,7444.25,6809.00,667.17,30394.00,16.00,85.23,61.27,41.67,0.71,0.01
0.49,113.40,60.62,0.23,0.00,8374.00,7580.20,7181.47,7143.00,481.06,37901.00,22.00,85.89,60.70,42.38,0.63,0.02
0.17,113.62,60.78,0.25,0.44,7562.00,6751.67,6301.00,6301.00,574.20,20255.00,14.00,85.59,60.91,43.29,0.70,0.00
0.25,114.95,62.17,0.39,0.47,7296.00,6986.33,6534.00,6534.00,327.03,20959.00,14.00,86.71,62.40,42.43,0.80,0.01
0.39,114.30,59.11,0.12,0.69,8348.00,6404.40,5819.16,5521.00,1008.05,32022.00,22.00,87.90,59.24,42.77,0.70,0.01
0.42,114.77,59.13,0.36,0.29,7711.00,7232.75,6976.44,6689.00,415.89,28931.00,16.00,88.16,59.23,43.49,0.64,0.01
0.40,113.74,60.19,0.28,0.55,8249.00,6756.50,6544.25,5976.00,637.56,54052.00,32.00,86.44,60.33,42.72,0.65,0.01
0.76,113.90,59.68,0.14,0.82,10984.00,7757.57,7341.63,5686.00,1535.64,54303.00,30.00,86.80,59.92,42.99,0.65,0.03
0.22,119.53,55.21,0.23,0.45,5833.00,5390.80,5073.92,4871.00,358.59,26954.00,22.00,94.55,55.54,47.56,0.67,0.01
0.33,119.73,54.92,0.51,0.22,6445.00,5653.00,5241.20,5182.00,453.28,28265.00,22.00,94.88,55.01,48.04,0.54,0.01
1.54,140.31,26.08,0.32,0.56,10064.00,7008.84,6706.87,5153.00,1425.87,133168.00,62.00,123.53,50.60,43.21,0.60,0.08
7.89,138.38,28.27,0.23,0.74,26823.00,10862.80,9691.87,6425.00,4005.74,1444760.00,326.00,121.06,50.32,44.29,0.54,0.83
0.14,138.23,29.26,0.39,0.47,7093.00,6239.67,5210.00,5210.00,778.78,18719.00,14.00,120.57,50.06,45.44,0.84,0.00
0.19,138.80,27.83,0.12,0.93,7455.00,6773.00,6250.00,6250.00,504.62,20319.00,14.00,122.05,49.12,44.24,0.68,0.00
3.21,139.14,27.01,0.21,0.62,13868.00,8098.95,7491.88,5540.00,1994.58,307760.00,134.00,122.50,49.20,43.94,0.50,0.19
0.48,139.45,26.79,0.23,0.79,8971.00,7360.17,6939.80,6384.00,926.10,44161.00,24.00,122.99,49.22,43.55,0.74,0.02
3.03,140.63,26.03,0.30,0.64,13489.00,8038.67,7405.75,5378.00,2174.46,345663.00,116.00,123.53,50.69,44.13,0.64,0.25
0.13,139.98,27.12,0.39,0.47,6102.00,5893.33,5665.00,5665.00,178.94,17680.00,14.00,122.74,50.39,44.58,0.71,0.00
0.43,139.33,28.43,0.72,0.12,7457.00,6601.00,6117.86,6052.00,568.87,26404.00,18.00,121.30,52.06,44.60,0.60,0.01
3.63,138.64,29.45,0.24,0.75,19030.00,9594.09,8272.30,5596.00,3211.30,661992.00,150.00,120.00,53.12,44.73,0.75,0.42
0.95,139.28,28.93,0.36,0.34,10897.00,8224.13,7887.80,6052.00,1640.97,65793.00,34.00,120.84,52.52,45.15,0.58,0.04
0.12,139.57,28.58,0.39,0.47,6637.00,6137.67,5682.00,5682.00,391.10,18413.00,14.00,121.27,52.29,45.15,0.76,0.00
4.13,138.64,29.61,0.27,0.69,19279.00,9399.32,8389.77,5941.00,2823.83,620355.00,168.00,119.95,52.42,45.68,0.60,0.37
2.82,139.96,27.64,0.34,0.39,12846.00,8437.87,8461.59,6165.00,1682.19,261574.00,100.00,121.92,51.29,45.76,0.51,0.16
1.55,137.93,30.18,0.49,0.26,12092.00,7421.00,6814.18,5370.00,1558.35,140999.00,64.00,119.50,51.42,45.83,0.67,0.10
0.49,138.54,30.46,0.19,0.51,8149.00,7134.67,7248.30,5587.00,881.87,42808.00,26.00,119.38,53.19,45.97,0.70,0.02
3.79,138.34,29.99,0.25,0.59,12588.00,7291.52,7049.75,5165.00,1443.30,349993.00,164.00,119.60,51.43,46.79,0.46,0.22
0.40,138.44,30.32,0.39,0.38,7886.00,7086.50,6603.50,6062.00,776.64,28346.00,18.00,119.46,51.79,47.04,0.66,0.01
1.75,137.51,31.74,0.33,0.30,12086.00,7329.17,6793.68,5755.00,1658.37,131925.00,70.00,117.91,52.76,47.16,0.52,0.08
0.31,138.71,29.96,0.47,0.32,7900.00,6416.25,6110.70,5341.00,929.94,25665.00,18.00,119.84,51.17,47.54,0.82,0.01
2.73,137.95,31.53,0.26,0.65,18263.00,8769.34,7986.34,6195.00,2517.99,359543.00,114.00,118.06,52.69,48.13,0.67,0.23
0.75,139.83,29.40,0.11,0.60,8136.00,6906.29,6485.60,6034.00,722.22,48344.00,30.00,120.31,52.77,47.91,0.63,0.03
0.52,139.13,30.76,0.18,0.77,6425.00,5812.14,5550.88,5241.00,388.90,40685.00,28.00,119.04,53.62,48.07,0.65,0.02
0.36,114.93,58.99,0.22,0.61,9601.00,7381.50,6479.55,5703.00,1472.55,29526.00,18.00,88.50,59.14,43.35,0.85,0.02
0.48,114.48,59.45,0.26,0.70,10429.00,7865.20,6989.69,6196.00,1516.86,39326.00,20.00,87.58,59.59,43.40,0.77,0.02
0.39,114.63,59.73,0.32,0.46,9608.00,7732.75,6876.44,6129.00,1337.31,30931.00,18.00,87.46,59.85,43.70,0.76,0.02
5.36,117.57,58.42,0.17,0.67,22401.00,9186.30,8027.66,5126.00,3737.63,826767.00,218.00,91.00,60.51,43.36,0.59,0.52
0.63,115.11,58.96,0.50,0.26,9972.00,7212.14,6417.58,5798.00,1339.70,50485.00,28.00,88.48,59.14,43.84,0.77,0.03
0.87,115.37,58.87,0.12,0.71,11118.00,7169.80,5950.28,5391.00,1832.35,71698.00,36.00,88.72,59.04,44.19,0.70,0.04
0.17,114.71,59.46,0.12,0.93,7717.00,6686.67,5725.00,5725.00,814.68,20060.00,14.00,87.66,59.53,43.94,0.54,0.00
0.33,114.85,59.58,0.80,0.13,9639.00,7211.25,6214.78,5743.00,1502.94,28845.00,16.00,87.57,59.72,44.22,0.81,0.01
0.17,115.39,59.88,0.27,0.00,8363.00,6595.67,5658.00,5658.00,1250.47,19787.00,14.00,88.05,59.96,44.35,0.68,0.00
0.17,115.85,60.10,0.39,0.47,7446.00,6080.00,5330.00,5330.00,967.46,18240.00,14.00,88.22,60.22,44.85,0.77,0.00
0.12,116.12,57.42,0.25,0.44,6559.00,5592.67,5082.00,5082.00,683.67,16778.00,14.00,89.80,57.48,46.01,0.67,0.00
0.58,118.89,56.64,0.40,0.23,11499.00,7822.17,6226.50,5419.00,2286.27,46933.00,26.00,93.15,58.17,45.54,0.71,0.03
2.80,119.19,56.30,0.36,0.47,12391.00,7552.13,6936.58,5003.00,1991.87,302085.00,122.00,93.30,58.71,45.34,0.59,0.20
0.23,118.56,57.15,0.25,0.44,8123.00,6738.67,5952.00,5952.00,981.91,20216.00,14.00,92.65,58.50,45.28,0.71,0.01
3.78,117.51,57.58,0.21,0.66,23813.00,9780.24,8521.50,5938.00,3667.42,606375.00,162.00,91.27,57.97,46.02,0.66,0.37
0.84,119.18,56.47,0.29,0.35,11234.00,7701.88,6146.33,5668.00,2113.41,61615.00,32.00,93.25,58.14,46.12,0.67,0.04
0.52,116.71,58.25,0.19,0.54,9902.00,6908.67,6151.02,5727.00,1419.73,41452.00,26.00,89.94,58.39,46.07,0.63,0.02
0.28,116.60,58.49,0.16,0.84,7299.00,6153.75,5430.10,5362.00,805.79,24615.00,18.00,89.58,58.62,46.19,0.70,0.01
0.48,117.24,58.46,0.18,0.63,7607.00,6285.86,6083.14,5365.00,680.09,44001.00,30.00,90.08,58.64,46.83,0.65,0.02
0.33,116.79,56.19,0.16,0.84,6899.00,5756.75,5165.94,5027.00,742.86,23027.00,18.00,90.94,56.35,46.84,0.71,0.01
0.42,117.46,56.35,0.32,0.46,9004.00,7563.00,6609.26,6522.00,1042.86,30252.00,18.00,91.19,56.52,47.81,0.81,0.02
2.34,96.53,7.48,0.18,0.68,10409.00,7107.10,6955.69,5386.00,1195.72,213213.00,98.00,82.72,7.78,49.15,0.58,0.15
0.18,97.47,8.05,0.12,0.93,6697.00,5983.67,5538.00,5538.00,509.61,17951.00,14.00,83.83,8.14,49.06,0.76,0.00
1.36,96.52,9.81,0.26,0.62,10727.00,7443.06,7024.52,5372.00,1591.40,126532.00,58.00,82.56,10.03,48.99,0.70,0.09
0.38,96.29,9.57,0.27,0.63,7016.00,6133.83,6055.77,5635.00,423.15,36803.00,24.00,82.30,9.71,49.03,0.69,0.01
0.64,95.91,10.82,0.22,0.59,8672.00,6409.88,6079.54,5179.00,1005.49,51279.00,32.00,81.74,10.96,48.95,0.73,0.03
1.08,98.20,4.10,0.25,0.27,8774.00,6963.58,6763.71,5655.00,1022.09,83563.00,38.00,84.69,4.29,49.53,0.64,0.05
0.54,98.19,5.81,0.16,0.00,8874.00,6910.60,6005.25,5994.00,1147.18,34553.00,20.00,84.78,5.93,49.18,0.68,0.02
1.32,97.34,6.54,0.27,0.30,10826.00,7463.40,6809.82,5607.00,1532.41,111951.00,52.00,83.63,6.76,49.35,0.70,0.08
1.15,98.18,7.02,0.47,0.39,11011.00,7468.92,7047.25,5726.00,1476.31,89627.00,46.00,84.61,7.36,49.26,0.63,0.06
2.75,95.79,11.47,0.30,0.54,13233.00,8034.43,7301.09,5602.00,2058.98,297274.00,112.00,81.27,11.78,49.31,0.61,0.20
0.24,95.97,11.60,0.12,0.93,7019.00,6648.33,6313.00,6313.00,289.30,19945.00,14.00,80.89,11.78,50.27,0.70,0.01
0.81,96.63,14.04,0.65,0.13,8564.00,7167.50,6689.19,6188.00,830.06,57340.00,32.00,81.81,14.31,49.39,0.69,0.04
0.76,96.72,15.33,0.16,0.79,10989.00,7938.88,7688.93,5608.00,1730.81,63511.00,30.00,81.71,15.51,49.38,0.75,0.04
0.82,97.49,16.30,0.41,0.46,8667.00,6397.55,5791.10,5466.00,979.01,70373.00,42.00,82.40,16.59,49.40,0.62,0.03
