Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
0.28,123.54,49.81,0.22,0.61,15870.00,14791.30,14376.80,13159.00,1109.01,59165.00,18.00,61.47,99.98,38.56,0.87,0.01
0.32,123.06,50.45,0.47,0.32,16108.00,15116.30,15273.30,13333.00,1070.24,60465.00,18.00,61.37,99.33,38.85,0.80,0.01
0.78,122.39,50.53,0.20,0.53,17105.00,14199.00,12922.20,11856.00,1738.94,127791.00,36.00,60.33,99.20,38.71,0.61,0.03
7.96,123.80,49.77,0.26,0.46,26649.00,15976.50,15024.80,11770.00,2932.90,1421910.00,312.00,61.71,99.68,39.78,0.35,0.44
0.92,122.80,50.48,0.75,0.11,16712.00,15418.30,15450.20,13201.00,1018.36,138765.00,36.00,60.68,99.34,39.11,0.62,0.04
0.21,123.57,50.09,0.25,0.44,15974.00,14682.00,13542.00,13542.00,998.66,44046.00,14.00,61.00,99.76,39.97,0.71,0.01
3.14,123.76,49.94,0.30,0.63,23272.00,17249.80,16250.70,13556.00,2603.21,620991.00,112.00,61.45,99.53,40.45,0.54,0.21
0.96,124.06,50.23,0.34,0.48,22606.00,17482.40,16348.10,13399.00,2919.26,192306.00,38.00,61.98,99.52,40.56,0.70,0.05
3.40,124.27,49.84,0.62,0.24,28255.00,17095.10,16195.30,12741.00,3265.33,735088.00,134.00,61.87,99.54,41.32,0.52,0.22
2.26,124.57,49.95,0.53,0.29,22565.00,17029.00,16521.30,12895.00,2317.95,408696.00,80.00,62.14,99.49,41.93,0.58,0.14
0.18,125.09,49.79,0.39,0.47,13636.00,13408.00,13194.00,13194.00,180.72,40224.00,14.00,62.34,100.05,41.84,0.84,0.01
0.55,123.96,49.96,0.09,0.63,16802.00,13856.00,13068.40,12023.00,1550.51,96992.00,28.00,61.04,99.82,40.96,0.55,0.02
3.91,124.39,49.93,0.21,0.44,26544.00,16829.90,15388.60,11434.00,4007.31,740517.00,146.00,61.43,99.65,42.07,0.51,0.26
2.88,124.74,50.04,0.44,0.42,22775.00,16461.00,15608.50,12639.00,2537.65,477370.00,104.00,62.07,99.45,42.64,0.50,0.16
0.41,125.06,50.47,0.32,0.46,15951.00,14979.00,14998.40,13754.00,790.58,59916.00,18.00,62.66,99.33,42.97,0.76,0.02
1.10,124.30,50.89,0.06,0.60,17653.00,14103.70,13571.90,12066.00,1607.49,155141.00,46.00,61.59,98.84,43.45,0.52,0.04
3.94,124.81,50.26,0.37,0.48,21926.00,15740.70,14795.20,12216.00,2520.80,787033.00,162.00,61.92,99.27,43.44,0.51,0.26
1.43,124.64,50.91,0.40,0.35,19256.00,14759.10,14080.60,12171.00,2018.54,236145.00,58.00,61.94,98.80,44.03,0.58,0.07
0.84,125.28,50.42,0.29,0.64,17417.00,14984.70,15178.60,12477.00,1552.60,149847.00,36.00,62.07,99.31,44.50,0.72,0.04
0.59,125.65,50.29,0.65,0.22,18683.00,13920.60,13410.90,11690.00,2042.12,111365.00,32.00,62.21,99.39,45.15,0.70,0.03
1.73,124.66,51.39,0.21,0.52,22058.00,13394.30,12874.90,10646.00,2321.44,267885.00,76.00,62.36,98.17,44.88,0.52,0.08
0.26,125.07,51.50,0.25,0.44,14145.00,12793.70,11476.00,11476.00,1089.87,38381.00,14.00,62.51,98.35,45.44,0.73,0.01
0.20,124.98,50.81,0.12,0.93,14827.00,13959.70,12709.00,12709.00,906.15,41879.00,14.00,62.46,98.93,43.95,0.66,0.00
1.71,125.07,50.77,0.15,0.45,20805.00,15089.50,14263.50,12715.00,2052.85,256522.00,66.00,62.16,98.83,44.85,0.52,0.08
2.36,126.15,49.64,0.06,0.82,18861.00,12386.70,11712.20,10020.00,2162.89,359215.00,104.00,62.04,100.05,45.32,0.51,0.13
0.27,125.52,50.79,0.25,0.44,16144.00,15303.70,13990.00,13990.00,940.90,45911.00,14.00,62.45,99.02,45.27,0.72,0.01
4.14,125.68,50.78,0.16,0.75,23821.00,15115.50,14639.60,11829.00,2504.60,755777.00,162.00,62.65,98.77,45.99,0.48,0.27
1.42,125.93,50.47,0.10,0.91,20434.00,15231.60,13987.60,12829.00,2153.12,228474.00,60.00,62.28,99.24,46.15,0.58,0.07
2.34,125.79,50.77,0.21,0.77,24857.00,15301.40,14724.50,12505.00,2891.19,367234.00,88.00,62.24,98.85,46.66,0.51,0.12
0.14,126.03,51.58,0.25,0.44,11473.00,10702.70,9865.00,9865.00,658.18,32108.00,14.00,63.41,98.33,46.84,0.60,0.00
0.15,125.93,51.69,0.25,0.44,13323.00,11499.70,10413.00,10413.00,1297.18,34499.00,14.00,63.16,98.19,47.21,0.71,0.00
0.31,126.09,50.92,0.25,0.44,15880.00,14899.00,13849.00,13849.00,830.58,44697.00,14.00,62.60,98.84,47.03,0.74,0.01
0.11,126.06,51.43,0.25,0.44,12281.00,11637.70,11113.00,11113.00,484.15,34913.00,14.00,62.90,98.40,47.45,0.60,0.00
2.34,126.08,50.81,0.39,0.48,22343.00,15123.10,13980.40,11797.00,2897.78,362954.00,86.00,62.29,98.78,47.52,0.52,0.13
1.27,126.39,51.41,0.33,0.33,17435.00,12219.40,11633.00,10154.00,1865.66,171071.00,54.00,63.25,98.30,48.06,0.55,0.05
3.01,126.61,50.84,0.25,0.51,22160.00,14433.70,13688.20,11370.00,2466.44,476311.00,124.00,62.47,98.78,48.67,0.47,0.16
0.34,126.39,51.27,0.29,0.46,13709.00,12078.60,11166.50,10951.00,982.88,60393.00,22.00,62.32,98.52,48.83,0.76,0.01
0.27,127.21,50.94,0.25,0.44,15226.00,14700.30,14120.00,14120.00,453.18,44101.00,14.00,62.79,98.92,49.56,0.74,0.01
0.43,126.87,50.51,0.12,0.69,15650.00,13346.40,11889.70,11639.00,1626.00,66732.00,22.00,62.36,99.24,48.57,0.67,0.01
3.77,127.47,50.19,0.26,0.51,20631.00,14346.30,13960.80,10527.00,2368.45,645585.00,146.00,62.85,99.36,49.25,0.47,0.22
0.52,127.37,51.22,0.21,0.42,15937.00,12121.00,10253.90,9666.00,2301.49,60605.00,22.00,63.73,98.59,49.42,0.63,0.02
0.41,127.44,50.97,0.54,0.15,12838.00,12310.40,12483.80,11060.00,636.14,61552.00,20.00,63.49,98.79,49.52,0.65,0.01
0.25,127.92,50.98,0.25,0.44,12422.00,11496.70,10741.00,10741.00,696.67,34490.00,14.00,63.89,98.86,50.07,0.71,0.01
3.98,128.27,50.03,0.49,0.36,19249.00,14541.50,14014.80,10256.00,2225.66,697990.00,154.00,63.23,99.56,50.43,0.48,0.25
1.93,128.91,49.89,0.75,0.16,18706.00,13914.70,12571.10,10440.00,2673.62,361783.00,82.00,63.42,99.77,51.38,0.67,0.14
1.08,129.74,49.47,0.52,0.34,17095.00,13725.30,13468.10,10463.00,2619.29,164704.00,46.00,63.77,100.16,52.29,0.65,0.06
4.34,130.56,48.87,0.17,0.77,19070.00,13009.20,12612.00,9834.00,2168.12,715504.00,176.00,64.64,100.60,52.43,0.48,0.28
0.26,130.08,49.49,0.25,0.44,13952.00,12078.00,10804.00,10804.00,1353.39,36234.00,14.00,64.22,100.35,52.21,0.68,0.01
0.16,130.09,49.77,0.00,1.98,13061.00,11926.00,11299.00,11299.00,804.04,35778.00,14.00,64.36,100.10,52.56,0.50,0.00
0.24,131.07,49.51,0.16,0.40,11778.00,11081.80,10693.70,10397.00,557.00,44327.00,18.00,65.11,100.38,53.51,0.58,0.00
0.48,131.86,48.96,0.26,0.45,12268.00,10850.60,10245.70,9767.00,922.34,75954.00,28.00,65.77,100.78,53.90,0.66,0.02
