Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
1.68,70.09,17.54,0.44,0.41,14764.00,8052.86,7641.20,5601.00,2053.87,177163.00,66.00,17.84,67.71,3.09,0.71,0.12
5.05,71.57,2.30,0.23,0.74,26288.00,9152.17,8096.92,4926.00,3343.16,695565.00,202.00,2.89,71.43,3.32,0.56,0.45
0.17,73.41,1.97,0.39,0.47,10195.00,8611.67,7517.00,7517.00,1146.59,25835.00,14.00,2.12,73.31,3.15,0.84,0.01
2.73,74.05,3.04,0.30,0.63,15464.00,9964.09,9799.12,6227.00,1912.82,338779.00,102.00,3.40,73.90,3.16,0.67,0.23
1.05,63.35,15.20,0.22,0.71,12901.00,10407.80,10036.30,8374.00,1365.08,145709.00,44.00,15.41,61.35,3.43,0.80,0.07
2.64,67.40,17.27,0.45,0.41,14297.00,9462.41,8839.49,6448.00,2064.62,369034.00,106.00,17.71,64.95,3.26,0.69,0.23
7.94,67.27,13.64,0.22,0.63,53733.00,15448.10,12419.90,4995.00,9490.00,2471700.00,320.00,14.22,65.66,3.40,0.61,0.99
0.34,67.56,14.61,0.25,0.44,13691.00,11804.00,10741.00,10741.00,1337.87,35412.00,14.00,14.72,65.87,2.94,0.75,0.01
3.94,68.97,16.69,0.40,0.47,26473.00,10045.70,8645.09,5441.00,4035.65,602740.00,160.00,17.38,66.66,3.34,0.63,0.37
0.60,69.23,17.96,0.43,0.34,14038.00,9629.00,8159.30,7579.00,2280.44,57774.00,26.00,18.16,66.71,3.42,0.67,0.02
0.16,69.05,14.27,0.39,0.47,8288.00,6756.00,5606.00,5606.00,1127.75,20268.00,14.00,14.40,67.47,2.85,0.82,0.00
2.12,68.62,13.89,0.69,0.16,14181.00,8593.38,7513.81,5647.00,2236.91,180461.00,80.00,14.15,67.06,3.44,0.56,0.12
1.13,68.26,14.17,0.26,0.66,11633.00,7900.00,7352.33,5804.00,1576.60,110600.00,46.00,14.38,66.59,4.32,0.71,0.07
0.71,68.96,12.74,0.18,0.64,6134.00,5057.44,4507.44,4052.00,763.56,45517.00,34.00,12.91,67.65,3.54,0.71,0.03
0.93,69.49,13.91,0.50,0.33,9268.00,7241.00,6943.49,5906.00,984.45,72410.00,40.00,14.17,67.95,3.30,0.62,0.04
0.28,69.73,13.79,0.39,0.47,7458.00,6803.00,5923.00,5923.00,646.54,20409.00,14.00,13.96,68.21,3.75,0.80,0.01
2.05,70.86,1.67,0.30,0.64,12597.00,7121.90,6567.00,4557.00,1788.32,206535.00,86.00,2.02,70.74,3.50,0.71,0.17
1.48,73.19,3.66,0.54,0.23,12350.00,8061.50,7300.00,5886.00,1867.28,128984.00,60.00,4.06,72.99,3.61,0.64,0.09
2.08,63.24,16.49,0.38,0.40,13112.00,8666.36,8359.60,5783.00,1695.10,216659.00,82.00,16.91,60.82,3.77,0.63,0.14
6.23,65.29,17.34,0.28,0.66,29476.00,12227.40,10685.70,6011.00,4638.95,1442830.00,266.00,17.88,62.67,4.02,0.63,0.73
0.19,65.03,18.41,0.25,0.44,6962.00,6691.33,6283.00,6283.00,293.79,20074.00,14.00,18.51,62.20,4.17,0.68,0.00
0.56,64.50,18.27,0.18,0.61,12016.00,8392.67,7484.84,6695.00,1786.14,50356.00,24.00,18.49,61.62,4.68,0.76,0.03
0.70,64.85,18.27,0.44,0.37,12689.00,9957.50,9567.44,6981.00,1739.47,59745.00,24.00,18.40,62.01,4.58,0.74,0.04
2.05,67.29,15.50,0.34,0.38,13613.00,10069.50,9416.13,6898.00,2198.35,201391.00,72.00,15.88,65.29,3.60,0.53,0.11
3.19,70.40,4.10,0.14,0.86,20050.00,9395.09,9507.51,5221.00,2687.95,403989.00,118.00,4.39,70.15,3.93,0.64,0.27
0.33,70.54,4.80,0.25,0.44,7089.00,6490.67,5701.00,5701.00,582.58,19472.00,14.00,4.91,70.28,3.57,0.73,0.01
3.80,72.87,15.26,0.29,0.51,12617.00,6963.70,6049.95,4253.00,2002.13,348185.00,158.00,15.84,71.04,3.62,0.54,0.28
0.70,71.28,2.20,0.27,0.69,14142.00,8413.00,7440.05,6617.00,2254.21,67304.00,32.00,2.42,71.13,3.83,0.75,0.04
0.62,73.66,15.09,0.28,0.63,7971.00,6454.57,5720.65,5376.00,873.96,45182.00,28.00,15.32,71.94,3.85,0.81,0.03
7.54,73.51,2.17,0.71,0.19,26526.00,11088.90,9823.55,6357.00,3844.65,1408290.00,318.00,2.97,73.36,3.64,0.55,0.79
0.27,73.83,2.27,0.25,0.44,7146.00,6717.00,6418.00,6418.00,311.10,20151.00,14.00,2.39,73.66,4.32,0.71,0.01
0.20,73.61,1.95,0.12,0.93,6797.00,6143.00,5662.00,5662.00,479.24,18429.00,14.00,2.15,73.45,4.35,0.72,0.01
0.35,74.44,2.17,0.47,0.00,9852.00,7752.25,6257.46,5385.00,1954.77,31009.00,18.00,2.36,74.31,3.77,0.74,0.01
0.62,74.68,1.61,0.36,0.36,10204.00,7548.14,7057.31,5826.00,1338.48,52837.00,28.00,1.83,74.56,3.89,0.79,0.03
0.73,60.96,14.09,0.36,0.28,11268.00,7717.88,7147.41,5472.00,1869.42,61743.00,30.00,14.30,59.10,4.20,0.71,0.04
7.99,61.50,14.75,0.54,0.31,34675.00,12211.60,10243.10,5584.00,5467.98,1734050.00,324.00,15.47,59.41,3.75,0.55,0.86
1.93,61.68,14.63,0.41,0.36,13282.00,9726.65,9330.30,7366.00,1822.85,165353.00,72.00,14.87,59.67,4.82,0.51,0.09
0.26,61.03,15.21,0.25,0.44,8921.00,7919.00,6842.00,6842.00,850.40,23757.00,14.00,15.31,58.87,4.99,0.76,0.01
5.28,61.93,13.51,0.49,0.35,30799.00,13361.30,11831.20,6879.00,5388.80,1175790.00,216.00,14.07,60.17,4.11,0.61,0.55
7.24,64.43,16.78,0.37,0.48,20656.00,10933.50,9849.59,5621.00,3156.60,1202690.00,294.00,17.76,61.78,4.35,0.51,0.66
0.37,64.65,18.31,0.25,0.44,10782.00,8498.67,7217.00,7217.00,1618.60,25496.00,14.00,18.48,61.72,5.40,0.74,0.01
4.52,64.78,15.08,0.61,0.25,25462.00,13572.90,11980.10,7392.00,4647.61,841519.00,172.00,15.74,62.72,3.86,0.53,0.35
3.47,66.18,14.47,0.41,0.43,20910.00,9651.28,8414.80,6032.00,3011.45,521169.00,138.00,14.89,64.36,4.03,0.64,0.31
0.24,66.46,14.65,0.39,0.47,8836.00,8171.67,7174.00,7174.00,718.28,24515.00,14.00,14.79,64.70,3.43,0.74,0.01
3.40,67.05,16.63,0.27,0.51,28915.00,13487.90,11998.10,7686.00,4415.93,633932.00,130.00,17.08,64.72,3.97,0.65,0.31
5.03,68.01,14.75,0.34,0.56,20374.00,11129.20,10016.10,6635.00,3371.55,879205.00,186.00,15.25,66.17,3.88,0.61,0.51
2.40,69.47,3.81,0.63,0.24,12652.00,8052.78,7489.22,5469.00,1740.05,257689.00,108.00,4.11,69.23,4.11,0.62,0.17
3.32,69.88,1.87,0.14,0.72,15583.00,7772.60,7161.18,5066.00,2104.64,334222.00,138.00,2.26,69.71,4.31,0.51,0.21
6.60,70.43,2.92,0.34,0.52,18199.00,10226.70,9440.68,6209.00,2645.40,940860.00,270.00,3.73,70.21,4.17,0.48,0.53
0.31,70.00,3.48,0.47,0.32,10754.00,9108.25,8159.69,7561.00,1293.06,36433.00,18.00,3.64,69.77,4.36,0.84,0.01
0.49,70.57,4.06,0.54,0.15,11768.00,9645.40,8994.08,8759.00,1089.71,48227.00,20.00,4.17,70.27,5.10,0.68,0.02
2.18,71.02,3.81,0.41,0.45,16343.00,9870.06,9249.59,6735.00,2298.96,315842.00,90.00,4.22,70.77,4.26,0.69,0.17
6.07,72.55,1.30,0.52,0.34,24602.00,9173.60,8199.34,4888.00,3594.97,843971.00,234.00,1.93,72.42,3.98,0.51,0.52
0.14,72.23,1.94,0.25,0.44,5000.00,4657.00,4468.00,4468.00,242.96,13971.00,14.00,1.98,72.02,5.13,0.57,0.00
5.44,72.51,3.13,0.26,0.63,30620.00,10257.80,8480.41,5652.00,4897.14,830883.00,228.00,3.55,72.31,4.07,0.54,0.47
0.28,59.64,15.11,0.00,1.92,7201.00,5572.67,4699.00,4699.00,1152.43,16718.00,14.00,15.31,57.47,4.35,0.74,0.01
0.68,59.78,14.79,0.47,0.39,8066.00,5862.88,5404.17,4422.00,1245.56,46903.00,32.00,15.02,57.70,4.42,0.72,0.03
0.22,59.42,15.09,0.25,0.44,5405.00,5001.33,4736.00,4736.00,290.11,15004.00,14.00,15.17,57.25,4.71,0.70,0.01
0.12,60.09,14.85,0.39,0.47,5814.00,5110.00,4756.00,4756.00,497.81,15330.00,14.00,14.98,57.99,4.94,0.74,0.00
0.31,60.14,16.09,0.32,0.46,8013.00,5987.00,5305.43,4384.00,1340.34,23948.00,18.00,16.25,57.74,4.33,0.82,0.01
1.42,61.56,16.22,0.54,0.32,11381.00,8322.13,7896.79,6370.00,1379.27,133154.00,56.00,16.57,59.12,4.47,0.66,0.08
1.31,63.50,16.07,0.36,0.39,15924.00,12524.30,13904.10,8206.00,2496.36,175340.00,48.00,16.28,61.23,4.33,0.72,0.09
6.45,65.53,15.07,0.21,0.76,41953.00,16987.20,15311.60,7852.00,7495.58,2021480.00,256.00,15.62,63.47,4.61,0.65,0.80
2.52,65.51,13.69,0.31,0.61,14731.00,7955.52,7358.67,5247.00,2341.28,246621.00,104.00,14.02,63.84,4.30,0.62,0.18
2.09,66.79,15.35,0.24,0.76,12443.00,9212.23,8979.72,6723.00,1604.35,276367.00,82.00,15.65,64.80,4.12,0.69,0.16
6.06,68.05,17.07,0.31,0.61,51644.00,16330.00,13043.40,8112.00,8401.31,1730980.00,236.00,17.57,65.61,4.29,0.64,0.72
6.56,68.53,14.37,0.37,0.49,20641.00,9617.71,8712.91,5449.00,3034.71,942536.00,266.00,14.97,66.74,4.31,0.52,0.59
0.33,68.02,14.37,0.12,0.93,8533.00,7621.67,6975.00,6975.00,663.01,22865.00,14.00,14.54,66.28,4.65,0.74,0.01
4.98,68.98,17.68,0.39,0.42,24993.00,10917.50,9611.40,5878.00,3917.70,840647.00,208.00,18.16,66.40,4.26,0.57,0.45
0.14,70.03,14.32,0.39,0.47,4695.00,4601.33,4521.00,4521.00,71.65,13804.00,14.00,14.45,68.36,4.68,0.71,0.00
0.75,60.74,16.21,0.11,0.76,8590.00,7375.38,7015.12,6325.00,869.27,59003.00,30.00,16.38,58.27,5.01,0.71,0.04
0.43,60.92,15.98,0.30,0.27,7362.00,6710.17,6584.09,5998.00,425.61,40261.00,26.00,16.11,58.53,5.14,0.54,0.01
3.04,61.62,16.63,0.38,0.30,13296.00,8635.90,8501.50,6160.00,1394.47,345436.00,116.00,16.92,59.04,5.00,0.63,0.25
0.25,62.03,16.69,0.25,0.44,7984.00,7562.00,7261.00,7261.00,307.31,22686.00,14.00,16.77,59.55,4.51,0.69,0.01
3.03,61.23,14.31,0.30,0.29,13635.00,9271.88,8873.05,6506.00,1990.45,241069.00,102.00,14.67,59.28,4.49,0.46,0.15
0.82,61.11,14.73,0.53,0.27,13542.00,10746.80,9662.44,7734.00,2254.85,64481.00,26.00,15.00,59.10,4.08,0.68,0.04
5.49,63.86,17.56,0.22,0.72,30738.00,12561.10,10468.10,6028.00,5646.48,1230990.00,210.00,18.05,61.06,4.97,0.65,0.63
2.22,64.09,15.75,0.23,0.71,20520.00,13736.40,12762.90,10541.00,2438.49,302201.00,74.00,16.05,61.86,4.73,0.61,0.15
7.29,64.94,15.35,0.25,0.56,35872.00,17606.20,16325.30,7601.00,6354.28,2042320.00,248.00,15.93,62.76,4.92,0.55,0.76
0.69,66.06,17.99,0.21,0.72,11508.00,9274.17,8218.44,7420.00,1578.72,55645.00,26.00,18.25,63.33,4.51,0.75,0.03
0.24,66.40,17.59,0.39,0.47,9578.00,9192.67,8523.00,8523.00,475.31,27578.00,14.00,17.77,63.83,4.36,0.83,0.01
0.86,66.31,17.97,0.16,0.46,10675.00,8185.38,7893.79,6280.00,1307.56,65483.00,34.00,18.18,63.59,4.78,0.61,0.04
0.45,66.46,17.26,0.32,0.46,11689.00,10498.50,9709.84,9646.00,859.71,41994.00,18.00,17.43,63.96,4.72,0.76,0.02
1.66,67.88,2.68,0.24,0.72,10787.00,7976.81,7830.18,5180.00,1663.43,167513.00,74.00,3.02,67.65,4.74,0.64,0.10
1.30,68.87,3.88,0.42,0.37,11439.00,8618.57,8146.58,6883.00,1183.05,120660.00,50.00,4.22,68.58,4.72,0.67,0.08
2.21,69.27,4.38,0.18,0.73,13327.00,8110.47,7559.95,5474.00,1931.57,243314.00,90.00,4.68,68.95,4.74,0.67,0.17
5.09,70.87,2.57,0.33,0.59,20786.00,11164.80,9953.17,6637.00,3505.97,893182.00,194.00,3.02,70.64,4.79,0.60,0.51
0.23,70.92,2.79,0.25,0.44,6642.00,6491.33,6261.00,6261.00,165.42,19474.00,14.00,2.87,70.57,6.38,0.75,0.01
2.74,77.80,21.78,0.67,0.21,25890.00,12628.80,11375.10,8111.00,4130.35,505152.00,102.00,22.21,74.56,0.39,0.76,0.28
6.58,75.17,21.49,0.57,0.24,23474.00,10824.80,9457.63,6862.00,3439.23,1060830.00,268.00,22.14,71.84,0.69,0.52,0.59
1.98,76.08,23.14,0.55,0.29,13988.00,8271.89,8010.29,4933.00,2253.19,223341.00,86.00,23.59,72.33,0.62,0.70,0.15
1.38,76.91,21.93,0.23,0.73,13509.00,10686.70,10398.80,7941.00,1640.68,138927.00,48.00,22.20,73.63,0.42,0.66,0.08
7.44,78.75,23.87,0.43,0.44,28438.00,12368.90,10648.50,6004.00,5345.72,1756380.00,304.00,24.44,74.86,0.75,0.62,0.93
0.44,79.47,24.71,0.47,0.32,11462.00,8810.50,8015.05,7260.00,1593.04,35242.00,18.00,24.91,75.46,1.05,0.80,0.02
1.35,71.77,19.27,0.44,0.25,10667.00,7198.27,6853.31,4603.00,1755.30,107974.00,56.00,19.57,69.05,0.90,0.61,0.07
4.08,76.46,20.98,0.36,0.49,23890.00,10969.20,9472.27,6230.00,3943.07,789782.00,170.00,21.51,73.37,0.99,0.69,0.45
2.51,77.55,21.16,0.51,0.35,19613.00,9658.73,8809.66,6122.00,3082.48,289762.00,90.00,21.59,74.48,0.84,0.62,0.18
0.22,73.24,21.61,0.27,0.00,6332.00,5693.67,5306.00,5306.00,454.82,17081.00,14.00,21.78,69.92,0.50,0.72,0.01
6.95,73.93,21.23,0.33,0.55,22868.00,10234.20,9297.36,5584.00,3364.21,1176930.00,270.00,21.85,70.61,1.34,0.55,0.71
4.98,73.58,18.93,0.57,0.30,18471.00,8644.58,7667.77,4914.00,2908.81,717500.00,190.00,19.58,70.92,1.05,0.63,0.52
0.91,74.36,20.76,0.27,0.50,13769.00,9539.63,8722.80,7342.00,1868.89,76317.00,34.00,21.05,71.31,1.12,0.67,0.04
4.48,72.48,18.69,0.28,0.63,22988.00,11402.10,10945.80,5472.00,3776.22,889367.00,164.00,19.19,69.88,1.33,0.72,0.54
11.47,77.20,22.73,0.31,0.52,65535.00,21944.80,15191.80,5869.00,15388.20,5376470.00,448.00,23.42,73.55,1.45,0.59,1.64
1.45,78.12,23.41,0.29,0.65,14455.00,10349.40,9766.49,8002.00,1771.85,155241.00,58.00,23.61,74.46,1.27,0.57,0.07
4.27,73.84,20.03,0.15,0.80,15618.00,9106.85,8735.74,5664.00,2031.29,546411.00,174.00,20.41,70.95,1.58,0.56,0.35
5.55,75.01,22.23,0.46,0.40,15455.00,9861.72,9436.84,5184.00,2506.18,788938.00,206.00,22.79,71.44,1.55,0.55,0.50
6.20,76.84,24.31,0.42,0.37,15974.00,8554.25,7830.21,4519.00,2881.34,932413.00,250.00,25.06,72.63,1.55,0.60,0.68
8.54,77.40,21.35,0.45,0.41,20009.00,10138.00,9617.91,5148.00,2938.63,1196290.00,318.00,21.92,74.21,1.56,0.47,0.76
2.14,71.63,19.54,0.37,0.51,17506.00,10046.30,8960.78,6938.00,2602.82,301390.00,88.00,19.90,68.78,2.15,0.71,0.17
11.00,72.47,19.88,0.22,0.73,58944.00,16930.80,12885.10,5831.00,10689.40,3775560.00,462.00,20.65,69.44,2.19,0.55,1.42
0.18,73.09,20.80,0.25,0.44,7243.00,6636.67,5846.00,5846.00,585.03,19910.00,14.00,20.88,70.04,0.81,0.72,0.00
0.52,73.02,20.06,0.26,0.70,11623.00,10741.80,10637.70,9521.00,689.01,53709.00,20.00,20.18,70.15,1.97,0.80,0.03
0.26,74.85,20.84,0.23,0.37,7939.00,7414.75,7431.36,6713.00,445.17,29659.00,18.00,21.02,71.83,1.20,0.70,0.01
3.23,74.98,20.50,0.30,0.64,14517.00,9251.27,8153.65,6120.00,2477.98,342297.00,120.00,20.89,71.98,2.11,0.56,0.23
9.22,75.70,21.03,0.29,0.56,34695.00,12110.30,10457.40,5969.00,5447.80,1949760.00,372.00,21.75,72.49,1.67,0.51,0.95
0.84,71.20,19.70,0.25,0.70,9165.00,7861.89,7044.06,6080.00,1139.97,70757.00,36.00,19.93,68.31,2.35,0.63,0.04
1.93,73.02,21.35,0.51,0.30,12361.00,7765.64,7485.31,5465.00,1728.72,194141.00,80.00,21.89,69.63,2.24,0.60,0.12
2.28,75.30,22.64,0.41,0.43,15223.00,9166.85,7939.89,5947.00,2377.86,247505.00,78.00,23.01,71.66,2.34,0.65,0.17
8.07,69.10,18.28,0.37,0.43,21203.00,9454.59,8784.69,5147.00,3095.23,1219640.00,314.00,19.01,66.38,2.60,0.51,0.78
0.28,69.01,18.03,0.25,0.44,6972.00,5874.67,5046.00,5046.00,808.91,17624.00,14.00,18.19,66.55,1.56,0.72,0.01
4.75,70.53,19.67,0.24,0.69,12659.00,8037.28,7530.50,5070.00,1907.91,522423.00,190.00,20.06,67.56,2.70,0.55,0.40
2.33,72.10,18.60,0.42,0.45,14448.00,8857.67,8284.17,5778.00,2211.45,265730.00,94.00,18.97,69.51,2.68,0.63,0.17
1.64,72.37,19.30,0.27,0.51,15355.00,10795.20,10056.60,7329.00,2327.72,205108.00,62.00,19.59,69.63,2.36,0.71,0.12
0.37,72.05,19.30,0.25,0.50,10041.00,9012.75,9149.63,7639.00,866.95,36051.00,18.00,19.53,69.30,2.85,0.67,0.01
3.43,74.53,20.57,0.35,0.53,15680.00,9208.93,8638.41,5883.00,2170.83,395984.00,130.00,21.00,71.46,2.42,0.55,0.25
3.55,74.91,21.79,0.43,0.40,17155.00,9221.00,8578.65,6650.00,2250.46,414945.00,142.00,22.33,71.46,2.35,0.53,0.24
4.26,76.16,22.44,0.18,0.77,27391.00,11632.70,10183.80,5903.00,3833.16,791026.00,160.00,22.91,72.61,2.03,0.64,0.42
3.19,69.65,18.30,0.32,0.49,17720.00,9446.18,8805.40,4899.00,2877.80,358955.00,118.00,18.77,67.03,2.59,0.52,0.20
6.09,70.14,18.25,0.22,0.74,19156.00,9942.29,9365.80,5965.00,2711.72,904748.00,250.00,18.71,67.51,3.37,0.54,0.56
4.38,73.01,19.57,0.49,0.36,22472.00,10512.50,9668.52,5918.00,2949.60,515114.00,154.00,20.01,70.16,2.80,0.48,0.29
0.16,72.84,19.89,0.25,0.44,7744.00,6181.00,5398.00,5398.00,1105.21,18543.00,14.00,19.98,69.95,3.56,0.69,0.00
3.63,73.36,20.49,0.33,0.47,36202.00,12974.90,10666.50,6488.00,6124.26,739569.00,138.00,20.95,70.24,2.97,0.67,0.35
0.17,76.77,20.94,0.25,0.44,5547.00,5076.00,4433.00,4433.00,470.77,15228.00,14.00,21.00,73.80,2.30,0.74,0.00
1.47,69.62,19.15,0.19,0.55,14278.00,8736.94,7605.44,6786.00,2182.73,148528.00,62.00,19.44,66.76,3.48,0.57,0.07
0.44,71.26,19.02,0.32,0.46,10095.00,8447.25,7729.24,6957.00,1200.12,33789.00,18.00,19.19,68.56,3.13,0.78,0.02
0.56,71.00,18.73,0.23,0.45,9020.00,8235.20,7940.26,7017.00,712.15,41176.00,22.00,18.87,68.37,3.16,0.65,0.02
1.68,71.61,19.90,0.25,0.58,13739.00,8582.33,8093.30,6289.00,1751.54,180229.00,66.00,20.26,68.61,3.16,0.62,0.10
1.01,68.32,18.60,0.42,0.36,11119.00,8632.45,8106.72,6928.00,1202.34,94957.00,44.00,18.81,65.57,3.68,0.60,0.04
2.39,70.35,20.09,0.29,0.63,12454.00,6547.13,6146.19,4380.00,1646.44,261885.00,102.00,20.45,67.21,3.77,0.73,0.21
3.31,70.72,19.04,0.40,0.48,25642.00,10680.20,9390.14,5347.00,4225.09,566053.00,136.00,19.57,67.87,3.54,0.69,0.32
0.26,71.60,19.00,0.25,0.50,7970.00,7275.75,6877.29,6433.00,640.56,29103.00,18.00,19.12,68.96,2.27,0.77,0.01
3.68,71.70,19.01,0.20,0.80,12554.00,7993.25,7870.41,5780.00,1392.06,351703.00,136.00,19.36,68.94,3.58,0.51,0.25
0.76,72.13,20.44,0.26,0.48,10963.00,8920.86,7774.47,6942.00,1354.14,62446.00,28.00,20.58,69.04,3.53,0.76,0.04
3.26,67.85,18.49,0.28,0.50,13590.00,7622.59,7308.14,5468.00,1664.56,350639.00,140.00,19.13,64.97,4.15,0.62,0.27
0.26,68.02,18.75,0.25,0.44,7158.00,6898.67,6592.00,6592.00,233.48,20696.00,14.00,18.82,65.18,4.91,0.74,0.01
3.94,69.01,19.12,0.35,0.55,24896.00,10141.80,8844.50,5872.00,3811.54,578080.00,154.00,19.53,66.07,3.97,0.62,0.36
0.73,69.13,18.61,0.61,0.24,10795.00,9968.86,9919.90,8620.00,763.60,69782.00,30.00,18.83,66.40,4.01,0.74,0.04
0.68,68.95,18.69,0.57,0.23,12565.00,9386.00,8521.88,7311.00,1788.67,56316.00,26.00,18.96,66.16,4.30,0.74,0.03
0.32,69.38,19.71,0.32,0.46,9277.00,6427.50,5558.48,4950.00,1681.02,25710.00,18.00,19.84,66.35,4.19,0.76,0.01
0.64,76.52,0.00,0.27,0.33,9894.00,8611.17,8344.89,7703.00,763.04,51667.00,26.00,0.27,76.52,0.15,0.75,0.03
1.48,77.59,12.15,0.48,0.30,13909.00,9326.89,8822.14,7618.00,1437.18,167884.00,60.00,12.43,76.58,0.30,0.68,0.09
0.59,77.63,1.11,0.47,0.19,10496.00,8313.00,7922.69,6753.00,1110.79,66504.00,32.00,1.40,77.62,0.16,0.78,0.03
2.06,77.86,1.73,0.24,0.68,16677.00,9756.65,9149.91,6945.00,2470.33,253673.00,82.00,2.05,77.83,0.46,0.69,0.16
2.69,78.62,0.86,0.44,0.42,23635.00,12482.10,11638.80,8581.00,3091.39,374462.00,104.00,1.34,78.61,0.30,0.64,0.21
1.34,80.20,1.12,0.41,0.41,14074.00,9998.79,9703.53,7334.00,1978.33,139983.00,50.00,1.57,80.19,0.35,0.68,0.08
0.33,80.48,1.17,0.39,0.38,12344.00,10072.50,9697.44,8287.00,1457.55,40290.00,18.00,1.29,80.47,0.21,0.77,0.01
1.82,81.09,0.69,0.36,0.47,20478.00,11935.00,10570.00,8896.00,2793.02,250635.00,70.00,1.00,81.09,0.26,0.68,0.13
1.67,81.61,0.00,0.63,0.21,43109.00,19860.00,17706.20,11693.00,7889.54,357480.00,58.00,0.16,81.61,0.23,0.75,0.13
4.42,82.13,0.61,0.38,0.49,23307.00,10057.10,8897.11,5224.00,3917.81,744228.00,190.00,1.26,82.12,0.51,0.64,0.44
6.74,87.64,12.73,0.52,0.29,12231.00,7206.22,6674.70,4705.00,1746.82,598116.00,258.00,13.38,86.60,1.10,0.43,0.47
0.15,87.40,13.05,0.25,0.44,6546.00,5793.33,5117.00,5117.00,585.88,17380.00,14.00,13.11,86.41,0.71,0.70,0.00
0.68,87.67,13.47,0.37,0.50,11392.00,7397.00,6317.55,5206.00,2088.75,59176.00,30.00,13.69,86.59,0.17,0.76,0.04
2.29,88.68,12.13,0.29,0.52,12349.00,8050.81,7344.11,5812.00,1748.55,249575.00,96.00,12.54,87.79,0.33,0.66,0.17
1.05,88.96,13.64,0.39,0.38,9870.00,6707.07,5916.88,4370.00,1550.22,93899.00,44.00,13.94,87.86,0.30,0.82,0.08
0.54,89.83,11.10,0.22,0.72,8330.00,6329.50,6021.39,4613.00,1211.67,37977.00,24.00,11.24,89.12,0.24,0.77,0.02
0.83,76.78,14.34,0.50,0.36,10768.00,8495.44,7754.89,7309.00,1174.95,76459.00,34.00,14.61,75.38,0.28,0.76,0.05
5.67,75.79,1.25,0.41,0.42,21524.00,11179.80,10075.80,6099.00,3542.72,1050900.00,222.00,1.73,75.76,0.92,0.57,0.55
5.30,76.88,11.53,0.54,0.24,42902.00,16026.80,13325.80,7355.00,8422.03,1602680.00,208.00,11.99,75.94,0.51,0.69,0.65
3.40,76.83,1.77,0.44,0.41,16392.00,9043.10,8224.45,5885.00,2747.69,434069.00,140.00,2.27,76.79,0.52,0.61,0.28
0.84,77.09,0.00,0.23,0.58,12397.00,8330.20,7375.29,6580.00,1789.66,83302.00,36.00,0.13,77.09,0.48,0.70,0.04
0.34,77.39,0.01,0.25,0.44,9449.00,8668.33,7974.00,7974.00,605.26,26005.00,14.00,0.17,77.38,0.66,0.77,0.01
6.42,78.57,11.63,0.39,0.25,22635.00,10424.90,9233.44,5481.00,3348.62,969520.00,266.00,12.29,77.60,0.71,0.51,0.56
2.81,79.62,12.63,0.35,0.48,15915.00,10692.50,10647.60,7936.00,1880.26,417007.00,106.00,13.03,78.54,0.54,0.64,0.23
1.51,78.92,0.00,0.36,0.46,18277.00,13538.20,13414.20,8397.00,3302.80,216611.00,52.00,0.19,78.92,0.34,0.76,0.12
1.17,78.84,1.58,0.54,0.29,17898.00,10803.40,10131.30,7378.00,2734.01,151247.00,44.00,1.80,78.82,0.34,0.74,0.08
1.60,79.07,0.56,0.44,0.42,17615.00,11722.30,11293.90,8915.00,2179.48,246169.00,60.00,0.86,79.06,0.35,0.75,0.12
0.50,80.38,14.06,0.35,0.52,10912.00,8159.00,7196.72,6529.00,1495.88,40795.00,22.00,14.30,79.09,0.43,0.65,0.02
1.92,80.41,1.74,0.51,0.34,12298.00,7997.27,6854.13,5816.00,2076.78,207929.00,86.00,2.10,80.38,0.57,0.66,0.14
0.82,81.88,14.50,0.33,0.24,10367.00,9098.86,8602.29,7561.00,943.80,63692.00,28.00,14.70,80.55,0.58,0.69,0.04
1.56,88.36,14.21,0.31,0.56,8283.00,5924.40,5724.49,4497.00,954.48,118488.00,68.00,14.44,87.17,0.43,0.66,0.10
1.13,77.08,13.77,0.32,0.56,13369.00,7889.86,7002.30,5994.00,2222.41,110458.00,52.00,14.05,75.78,0.73,0.74,0.07
1.33,78.10,0.45,0.34,0.20,11328.00,9144.31,8818.09,7526.00,1093.56,118876.00,52.00,0.83,78.09,0.65,0.57,0.06
1.63,80.03,13.62,0.40,0.47,15475.00,11402.00,11142.70,8951.00,1803.49,239443.00,58.00,13.84,78.82,0.79,0.73,0.12
3.63,80.37,0.09,0.45,0.41,21593.00,12719.30,11124.70,7185.00,3976.78,750440.00,144.00,0.58,80.37,0.75,0.70,0.38
2.57,80.82,1.26,0.38,0.51,17947.00,8895.68,8195.36,5887.00,2550.02,275766.00,104.00,1.58,80.80,0.91,0.57,0.17
1.79,81.21,0.00,0.37,0.28,29170.00,14289.10,12703.90,7553.00,5137.99,300072.00,62.00,0.11,81.20,0.99,0.71,0.13
3.60,82.67,13.74,0.42,0.40,11765.00,6962.65,6738.16,4992.00,1493.96,320282.00,144.00,14.17,81.44,0.97,0.50,0.23
